,Teamname,Tournament,Username
2682,Raleigh Flyers,AUDL 2018,BodeMatt
2683,Raleigh Flyers,AUDL 2015,Bowen J
2684,Raleigh Flyers,AUDL 2016,Bowen J
2685,Raleigh Flyers,AUDL 2015,Casey B
2686,Raleigh Flyers,AUDL 2016,Casey B
2687,Raleigh Flyers,AUDL 2017,CaseyBri
2688,Raleigh Flyers,AUDL 2015,Chandl D
2689,Raleigh Flyers,AUDL 2015,Clark B
2690,Raleigh Flyers,AUDL 2016,Clark B
2691,Raleigh Flyers,AUDL 2017,CohenAnd
2692,Raleigh Flyers,AUDL 2018,CohenAnd
2693,Raleigh Flyers,AUDL 2015,Colema J
2694,Raleigh Flyers,AUDL 2016,Colema J
2695,Raleigh Flyers,AUDL 2015,Colicc C
2696,Raleigh Flyers,AUDL 2018,ColicchC
2697,Raleigh Flyers,AUDL 2015,Cooper S
2698,Raleigh Flyers,AUDL 2015,Cretel J
2699,Raleigh Flyers,AUDL 2016,Cretel J
2700,Raleigh Flyers,AUDL 2018,CretellJ
2701,Raleigh Flyers,AUDL 2015,Dieter B
2702,Raleigh Flyers,AUDL 2016,Dieter B
2703,Raleigh Flyers,AUDL 2017,DieterBe
2704,Raleigh Flyers,AUDL 2018,DieterBe
2705,Raleigh Flyers,AUDL 2018,EllisMat
2706,Raleigh Flyers,AUDL 2017,FairfaxJ
2707,Raleigh Flyers,AUDL 2018,FairfaxJ
2708,Raleigh Flyers,AUDL 2018,FreystaM
2709,Raleigh Flyers,AUDL 2017,GoffNate
2710,Raleigh Flyers,AUDL 2015,Goode R
2711,Raleigh Flyers,AUDL 2015,Green T
2712,Raleigh Flyers,AUDL 2016,Green T
2713,Raleigh Flyers,AUDL 2017,GreenTri
2714,Raleigh Flyers,AUDL 2018,GreenTri
2715,Raleigh Flyers,AUDL 2018,GretschR
2716,Raleigh Flyers,AUDL 2015,Hartzo J
2717,Raleigh Flyers,AUDL 2016,Hartzo J
2718,Raleigh Flyers,AUDL 2017,HartzogJ
2719,Raleigh Flyers,AUDL 2018,HartzogJ
2720,Raleigh Flyers,AUDL 2016,Hasti JD
2721,Raleigh Flyers,AUDL 2015,Hastin J
2722,Raleigh Flyers,AUDL 2017,HastinJD
2723,Raleigh Flyers,AUDL 2017,HeltonGo
2724,Raleigh Flyers,AUDL 2018,HeltonGo
2725,Raleigh Flyers,AUDL 2017,HoodMica
2726,Raleigh Flyers,AUDL 2017,HoweyEva
2727,Raleigh Flyers,AUDL 2016,Huston J
2728,Raleigh Flyers,AUDL 2015,Jessi J
2729,Raleigh Flyers,AUDL 2018,JonesDav
2730,Raleigh Flyers,AUDL 2016,LaRocq C
2731,Raleigh Flyers,AUDL 2016,Lamar T
2732,Raleigh Flyers,AUDL 2018,LaviolA
2733,Raleigh Flyers,AUDL 2017,LiebermJ
2734,Raleigh Flyers,AUDL 2015,Lin M
2735,Raleigh Flyers,AUDL 2016,Lin M
2736,Raleigh Flyers,AUDL 2017,LinMark
2737,Raleigh Flyers,AUDL 2018,LiuBob
2738,Raleigh Flyers,AUDL 2018,LynchJoh
2739,Raleigh Flyers,AUDL 2016,Mason M
2740,Raleigh Flyers,AUDL 2015,Matthe R
2741,Raleigh Flyers,AUDL 2017,MatzukaB
2742,Raleigh Flyers,AUDL 2018,MatzukaB
2743,Raleigh Flyers,AUDL 2015,Maxsta X
2744,Raleigh Flyers,AUDL 2016,Maxsta X
2745,Raleigh Flyers,AUDL 2015,McAlis T
2746,Raleigh Flyers,AUDL 2016,McAlli T
2747,Raleigh Flyers,AUDL 2017,McAllisT
2748,Raleigh Flyers,AUDL 2015,McGoog J
2749,Raleigh Flyers,AUDL 2018,McKelveA
2750,Raleigh Flyers,AUDL 2018,McSherrC
2751,Raleigh Flyers,AUDL 2018,McSherryC
2752,Raleigh Flyers,AUDL 2015,Mitche T
2753,Raleigh Flyers,AUDL 2016,Mitche T
2754,Raleigh Flyers,AUDL 2017,MitchelT
2755,Raleigh Flyers,AUDL 2018,MitchelT
2756,Raleigh Flyers,AUDL 2015,Moore M
2757,Raleigh Flyers,AUDL 2016,Mouw J
2758,Raleigh Flyers,AUDL 2017,MouwJaco
2759,Raleigh Flyers,AUDL 2018,MouwJaco
2760,Raleigh Flyers,AUDL 2017,MunizCha
2761,Raleigh Flyers,AUDL 2018,MunizCha
2762,Raleigh Flyers,AUDL 2015,Nether J
2763,Raleigh Flyers,AUDL 2016,Nether J
2764,Raleigh Flyers,AUDL 2017,NethercJ
2765,Raleigh Flyers,AUDL 2018,NethercJ
2766,Raleigh Flyers,AUDL 2015,Neve M
2767,Raleigh Flyers,AUDL 2016,Neve M
2768,Raleigh Flyers,AUDL 2017,NordgreJ
2769,Raleigh Flyers,AUDL 2018,NordgreJ
2770,Raleigh Flyers,AUDL 2017,PannoneM
2771,Raleigh Flyers,AUDL 2018,PannoneM
2772,Raleigh Flyers,AUDL 2016,Patell J
2773,Raleigh Flyers,AUDL 2018,PerryJor
2774,Raleigh Flyers,AUDL 2018,PolkJake
2775,Raleigh Flyers,AUDL 2015,Pope T
2776,Raleigh Flyers,AUDL 2015,Poulos S
2777,Raleigh Flyers,AUDL 2015,Richar D
2778,Raleigh Flyers,AUDL 2016,Richar D
2779,Raleigh Flyers,AUDL 2017,RichardD
2780,Raleigh Flyers,AUDL 2018,RichardD
2781,Raleigh Flyers,AUDL 2015,Ryan A
2782,Raleigh Flyers,AUDL 2015,Saul N
2783,Raleigh Flyers,AUDL 2016,Saul N
2784,Raleigh Flyers,AUDL 2017,SaulNoah
2785,Raleigh Flyers,AUDL 2018,SaulNoah
2786,Raleigh Flyers,AUDL 2017,SchmittD
2787,Raleigh Flyers,AUDL 2017,SearlesL
2788,Raleigh Flyers,AUDL 2018,SethuraV
2789,Raleigh Flyers,AUDL 2017,SiscoSha
2790,Raleigh Flyers,AUDL 2018,SiscoSha
2791,Raleigh Flyers,AUDL 2016,Sitler R
2792,Raleigh Flyers,AUDL 2018,SmithJos
2793,Raleigh Flyers,AUDL 2015,Snell B
2794,Raleigh Flyers,AUDL 2015,Snoke D
2795,Raleigh Flyers,AUDL 2016,Snoke D
2796,Raleigh Flyers,AUDL 2017,SnokeDav
2797,Raleigh Flyers,AUDL 2018,SnokeDav
2798,Raleigh Flyers,AUDL 2015,Stumpf M
2799,Raleigh Flyers,AUDL 2015,Tarasi D
2800,Raleigh Flyers,AUDL 2015,Taylor H
2801,Raleigh Flyers,AUDL 2016,Taylor H
2802,Raleigh Flyers,AUDL 2018,TaylorAl
2803,Raleigh Flyers,AUDL 2017,TaylorHu
2804,Raleigh Flyers,AUDL 2018,TaylorHu
2805,Raleigh Flyers,AUDL 2016,VandeB P
2806,Raleigh Flyers,AUDL 2015,Weeks P
2807,Raleigh Flyers,AUDL 2018,WerkmeiR
2808,Raleigh Flyers,AUDL 2015,Willia J
2809,Raleigh Flyers,AUDL 2016,Willia J
2810,Raleigh Flyers,AUDL 2017,WilliamJ
2811,Raleigh Flyers,AUDL 2018,WilliamJ
2812,Raleigh Flyers,AUDL 2017,WilsonMa
2813,Raleigh Flyers,AUDL 2018,WilsonMa
2814,Raleigh Flyers,AUDL 2017,YanuckSo
2815,Raleigh Flyers,AUDL 2015,Zhou M
2816,Raleigh Flyers,AUDL 2016,Zhou M
2817,Rochester Dragons,AUDL 2014,Alec N
2818,Rochester Dragons,AUDL 2015,Anthon M
2819,Rochester Dragons,AUDL 2015,Brand K
2820,Rochester Dragons,AUDL 2015,Bret C
2821,Rochester Dragons,AUDL 2014,Brian K
2822,Rochester Dragons,AUDL 2015,Brian K
2823,Rochester Dragons,AUDL 2014,CJ C
2824,Rochester Dragons,AUDL 2015,Carter M
2825,Rochester Dragons,AUDL 2015,CharlieR
2826,Rochester Dragons,AUDL 2015,Chris B
2827,Rochester Dragons,AUDL 2015,Chris L
2828,Rochester Dragons,AUDL 2014,Connor F
2829,Rochester Dragons,AUDL 2015,Connor F
2830,Rochester Dragons,AUDL 2015,Craig M
2831,Rochester Dragons,AUDL 2014,Dan M
2832,Rochester Dragons,AUDL 2015,Dan M
2833,Rochester Dragons,AUDL 2014,Dave A
2834,Rochester Dragons,AUDL 2015,Dave A
2835,Rochester Dragons,AUDL 2014,Dave F
2836,Rochester Dragons,AUDL 2014,Doug U
2837,Rochester Dragons,AUDL 2015,Doug U
2838,Rochester Dragons,AUDL 2014,Dylan B
2839,Rochester Dragons,AUDL 2015,Eric Y
2840,Rochester Dragons,AUDL 2014,Evan M
2841,Rochester Dragons,AUDL 2014,Gabe H
2842,Rochester Dragons,AUDL 2014,Greg W
2843,Rochester Dragons,AUDL 2014,Ian D
2844,Rochester Dragons,AUDL 2014,Joe B
2845,Rochester Dragons,AUDL 2014,Joe T
2846,Rochester Dragons,AUDL 2014,Jon B
2847,Rochester Dragons,AUDL 2015,Jon B
2848,Rochester Dragons,AUDL 2015,Justin I
2849,Rochester Dragons,AUDL 2014,KJ Dziak
2850,Rochester Dragons,AUDL 2014,Kevin Q
2851,Rochester Dragons,AUDL 2015,Kevin Q
2852,Rochester Dragons,AUDL 2015,Kyle M
2853,Rochester Dragons,AUDL 2014,Matt A
2854,Rochester Dragons,AUDL 2015,Matt C
2855,Rochester Dragons,AUDL 2014,Matt R
2856,Rochester Dragons,AUDL 2015,Max K
2857,Rochester Dragons,AUDL 2014,Max R
2858,Rochester Dragons,AUDL 2015,Max R
2859,Rochester Dragons,AUDL 2015,Micky R
2860,Rochester Dragons,AUDL 2014,Mitch S
2861,Rochester Dragons,AUDL 2014,Mitch W
2862,Rochester Dragons,AUDL 2014,Neal B
2863,Rochester Dragons,AUDL 2014,Pat S
2864,Rochester Dragons,AUDL 2015,Pat S
2865,Rochester Dragons,AUDL 2015,RalieghV
2866,Rochester Dragons,AUDL 2015,Rich L
2867,Rochester Dragons,AUDL 2014,Rob S
2868,Rochester Dragons,AUDL 2015,Sam C
2869,Rochester Dragons,AUDL 2014,Sean D
2870,Rochester Dragons,AUDL 2014,Skylar B
2871,Rochester Dragons,AUDL 2014,Sonny F
2872,Rochester Dragons,AUDL 2014,TJ Burns
2873,Rochester Dragons,AUDL 2015,TJ Burns
2874,Rochester Dragons,AUDL 2015,Thom W
2875,Rochester Dragons,AUDL 2014,Tim K
2876,Rochester Dragons,AUDL 2015,Tim K
2877,Rochester Dragons,AUDL 2014,Tom H
2878,Rochester Dragons,AUDL 2014,Will S
2879,Rochester Dragons,AUDL 2015,Wilson G
2880,Rochester Dragons,AUDL 2014,Zack S
2881,Salt Lake Lions,AUDL 2014,Ben J
2882,Salt Lake Lions,AUDL 2014,Benjam L
2883,Salt Lake Lions,AUDL 2014,Chris B
2884,Salt Lake Lions,AUDL 2014,Craig H
2885,Salt Lake Lions,AUDL 2014,David B
2886,Salt Lake Lions,AUDL 2014,Doug S
2887,Salt Lake Lions,AUDL 2014,George V
2888,Salt Lake Lions,AUDL 2014,Isaac C
2889,Salt Lake Lions,AUDL 2014,Jack K
2890,Salt Lake Lions,AUDL 2014,James F
2891,Salt Lake Lions,AUDL 2014,Jeremy S
2892,Salt Lake Lions,AUDL 2014,Jimmy B
2893,Salt Lake Lions,AUDL 2014,Kenji H
2894,Salt Lake Lions,AUDL 2014,Kenny F
2895,Salt Lake Lions,AUDL 2014,Matthe W
2896,Salt Lake Lions,AUDL 2014,Michea W
2897,Salt Lake Lions,AUDL 2014,Philip H
2898,Salt Lake Lions,AUDL 2014,Russ B
2899,Salt Lake Lions,AUDL 2014,Ryan C
2900,Salt Lake Lions,AUDL 2014,Ryan H
2901,Salt Lake Lions,AUDL 2014,Ryan S
2902,Salt Lake Lions,AUDL 2014,Saul H
2903,Salt Lake Lions,AUDL 2014,Seokhe B
2904,Salt Lake Lions,AUDL 2014,Shane F
2905,Salt Lake Lions,AUDL 2014,Spence B
2906,Salt Lake Lions,AUDL 2014,Tony P
2907,Salt Lake Lions,AUDL 2014,Trevor H
2908,Salt Lake Lions,AUDL 2014,Tyrell A
2909,San Diego Growlers,AUDL 2016,Abbas
2910,San Diego Growlers,AUDL 2015,Ackley J
2911,San Diego Growlers,AUDL 2017,Bacon
2912,San Diego Growlers,AUDL 2017,Bellinge
2913,San Diego Growlers,AUDL 2016,Bellisim
2914,San Diego Growlers,AUDL 2016,Bellissi
2915,San Diego Growlers,AUDL 2017,Bellissi
2916,San Diego Growlers,AUDL 2016,Benton
2917,San Diego Growlers,AUDL 2015,Benton A
2918,San Diego Growlers,AUDL 2015,Bridge N
2919,San Diego Growlers,AUDL 2016,Bridges
2920,San Diego Growlers,AUDL 2017,Bridges
2921,San Diego Growlers,AUDL 2018,Bridges
2922,San Diego Growlers,AUDL 2016,Ching
2923,San Diego Growlers,AUDL 2016,Clark
2924,San Diego Growlers,AUDL 2015,Clark B
2925,San Diego Growlers,AUDL 2016,Cohen
2926,San Diego Growlers,AUDL 2017,Cohen
2927,San Diego Growlers,AUDL 2015,Cohen J
2928,San Diego Growlers,AUDL 2017,Corbett
2929,San Diego Growlers,AUDL 2015,Curtis A
2930,San Diego Growlers,AUDL 2016,Dunn
2931,San Diego Growlers,AUDL 2017,Dunn
2932,San Diego Growlers,AUDL 2018,Dunn
2933,San Diego Growlers,AUDL 2015,Dunn T
2934,San Diego Growlers,AUDL 2016,Eto
2935,San Diego Growlers,AUDL 2016,Flock
2936,San Diego Growlers,AUDL 2015,Flock D
2937,San Diego Growlers,AUDL 2017,Fontaine
2938,San Diego Growlers,AUDL 2018,Fontaine
2939,San Diego Growlers,AUDL 2015,Gibson K
2940,San Diego Growlers,AUDL 2015,Goodma J
2941,San Diego Growlers,AUDL 2016,Goodman
2942,San Diego Growlers,AUDL 2018,Goodman
2943,San Diego Growlers,AUDL 2015,Griffi W
2944,San Diego Growlers,AUDL 2016,Griffin
2945,San Diego Growlers,AUDL 2017,Griffin
2946,San Diego Growlers,AUDL 2018,Griffin
2947,San Diego Growlers,AUDL 2018,Groth
2948,San Diego Growlers,AUDL 2018,Gutkowsk
2949,San Diego Growlers,AUDL 2018,Hall
2950,San Diego Growlers,AUDL 2017,Ham
2951,San Diego Growlers,AUDL 2018,Ham
2952,San Diego Growlers,AUDL 2016,Helms
2953,San Diego Growlers,AUDL 2015,Helms K
2954,San Diego Growlers,AUDL 2016,Horowitz
2955,San Diego Growlers,AUDL 2016,Hume
2956,San Diego Growlers,AUDL 2017,Hume
2957,San Diego Growlers,AUDL 2018,Hume
2958,San Diego Growlers,AUDL 2018,Huppert
2959,San Diego Growlers,AUDL 2016,Ivers
2960,San Diego Growlers,AUDL 2017,Ivers
2961,San Diego Growlers,AUDL 2018,Ivers
2962,San Diego Growlers,AUDL 2015,Kirkla C
2963,San Diego Growlers,AUDL 2016,Kirkland
2964,San Diego Growlers,AUDL 2017,Kohl
2965,San Diego Growlers,AUDL 2018,Kohl
2966,San Diego Growlers,AUDL 2018,Lacy
2967,San Diego Growlers,AUDL 2015,Lance N
2968,San Diego Growlers,AUDL 2016,Leggio
2969,San Diego Growlers,AUDL 2017,Leggio
2970,San Diego Growlers,AUDL 2018,Leggio
2971,San Diego Growlers,AUDL 2015,Leggio D
2972,San Diego Growlers,AUDL 2016,Lenta
2973,San Diego Growlers,AUDL 2015,Lenta R
2974,San Diego Growlers,AUDL 2016,Liu
2975,San Diego Growlers,AUDL 2015,Mickle J
2976,San Diego Growlers,AUDL 2015,Milard S
2977,San Diego Growlers,AUDL 2016,Milardov
2978,San Diego Growlers,AUDL 2017,Milardov
2979,San Diego Growlers,AUDL 2018,Milardov
2980,San Diego Growlers,AUDL 2017,Minyen
2981,San Diego Growlers,AUDL 2015,Nicker J
2982,San Diego Growlers,AUDL 2016,Nickerso
2983,San Diego Growlers,AUDL 2018,Okita
2984,San Diego Growlers,AUDL 2016,Olson
2985,San Diego Growlers,AUDL 2018,Osborne
2986,San Diego Growlers,AUDL 2016,Overrigh
2987,San Diego Growlers,AUDL 2017,Page
2988,San Diego Growlers,AUDL 2018,Page
2989,San Diego Growlers,AUDL 2016,Parisi
2990,San Diego Growlers,AUDL 2017,Parisi
2991,San Diego Growlers,AUDL 2018,Parisi
2992,San Diego Growlers,AUDL 2015,Parisi M
2993,San Diego Growlers,AUDL 2016,Purdy
2994,San Diego Growlers,AUDL 2017,Purdy
2995,San Diego Growlers,AUDL 2018,Purdy
2996,San Diego Growlers,AUDL 2015,Purdy T
2997,San Diego Growlers,AUDL 2018,Radlauer
2998,San Diego Growlers,AUDL 2017,Ritchie
2999,San Diego Growlers,AUDL 2018,Ritchie
3000,San Diego Growlers,AUDL 2017,Rubin
3001,San Diego Growlers,AUDL 2018,Rubin
3002,San Diego Growlers,AUDL 2015,Sammon A
3003,San Diego Growlers,AUDL 2016,Sammons
3004,San Diego Growlers,AUDL 2017,Silverma
3005,San Diego Growlers,AUDL 2016,Slader
3006,San Diego Growlers,AUDL 2017,Slader
3007,San Diego Growlers,AUDL 2018,Slader
3008,San Diego Growlers,AUDL 2015,Slaugh R
3009,San Diego Growlers,AUDL 2016,Slaughte
3010,San Diego Growlers,AUDL 2017,Slaughte
3011,San Diego Growlers,AUDL 2018,Slaughte
3012,San Diego Growlers,AUDL 2016,Smith
3013,San Diego Growlers,AUDL 2017,Smith
3014,San Diego Growlers,AUDL 2018,Smith
3015,San Diego Growlers,AUDL 2017,Smith Ky
3016,San Diego Growlers,AUDL 2015,Smith N
3017,San Diego Growlers,AUDL 2017,Tran
3018,San Diego Growlers,AUDL 2018,Tran
3019,San Diego Growlers,AUDL 2017,Turner
3020,San Diego Growlers,AUDL 2018,Turner
3021,San Diego Growlers,AUDL 2015,Woovon N
3022,San Diego Growlers,AUDL 2016,Wu
3023,San Diego Growlers,AUDL 2017,Wu
3024,San Diego Growlers,AUDL 2015,Wu C
3025,San Diego Growlers,AUDL 2016,Zid
3026,San Diego Growlers,AUDL 2017,Zid
3027,San Francisco FlameThrowers,AUDL 2018,A-Grande
3028,San Francisco FlameThrowers,AUDL 2018,A-Max
3029,San Francisco FlameThrowers,AUDL 2018,A-Pan
3030,San Francisco FlameThrowers,AUDL 2014,Adam R
3031,San Francisco FlameThrowers,AUDL 2014,Alex E
3032,San Francisco FlameThrowers,AUDL 2014,Alex N
3033,San Francisco FlameThrowers,AUDL 2018,Andrew
3034,San Francisco FlameThrowers,AUDL 2014,Andrew H
3035,San Francisco FlameThrowers,AUDL 2018,Antoine
3036,San Francisco FlameThrowers,AUDL 2016,Baylis
3037,San Francisco FlameThrowers,AUDL 2017,Baylis
3038,San Francisco FlameThrowers,AUDL 2017,Beau
3039,San Francisco FlameThrowers,AUDL 2018,Ben
3040,San Francisco FlameThrowers,AUDL 2015,Bouche E
3041,San Francisco FlameThrowers,AUDL 2015,Boucher
3042,San Francisco FlameThrowers,AUDL 2014,Brando F
3043,San Francisco FlameThrowers,AUDL 2018,Brandon
3044,San Francisco FlameThrowers,AUDL 2018,Byron
3045,San Francisco FlameThrowers,AUDL 2016,Cahill
3046,San Francisco FlameThrowers,AUDL 2017,Cahill
3047,San Francisco FlameThrowers,AUDL 2018,Cameron
3048,San Francisco FlameThrowers,AUDL 2017,Cass
3049,San Francisco FlameThrowers,AUDL 2014,Cass R
3050,San Francisco FlameThrowers,AUDL 2014,Cecil Q
3051,San Francisco FlameThrowers,AUDL 2015,Chatte S
3052,San Francisco FlameThrowers,AUDL 2015,Chialv F
3053,San Francisco FlameThrowers,AUDL 2016,Chialvo
3054,San Francisco FlameThrowers,AUDL 2014,Chris K
3055,San Francisco FlameThrowers,AUDL 2014,Chuck C
3056,San Francisco FlameThrowers,AUDL 2014,Clay M
3057,San Francisco FlameThrowers,AUDL 2016,Cocks
3058,San Francisco FlameThrowers,AUDL 2017,Cocks
3059,San Francisco FlameThrowers,AUDL 2018,Cody
3060,San Francisco FlameThrowers,AUDL 2016,Cohen
3061,San Francisco FlameThrowers,AUDL 2017,Cohen
3062,San Francisco FlameThrowers,AUDL 2018,Cullen
3063,San Francisco FlameThrowers,AUDL 2018,DaDa
3064,San Francisco FlameThrowers,AUDL 2015,Dallma L
3065,San Francisco FlameThrowers,AUDL 2016,Dallmann
3066,San Francisco FlameThrowers,AUDL 2017,Dallmann
3067,San Francisco FlameThrowers,AUDL 2014,Dan G
3068,San Francisco FlameThrowers,AUDL 2017,Davis
3069,San Francisco FlameThrowers,AUDL 2018,Devon
3070,San Francisco FlameThrowers,AUDL 2018,Eli
3071,San Francisco FlameThrowers,AUDL 2014,Eli J
3072,San Francisco FlameThrowers,AUDL 2018,Ellen
3073,San Francisco FlameThrowers,AUDL 2018,Elliott
3074,San Francisco FlameThrowers,AUDL 2014,Eric G
3075,San Francisco FlameThrowers,AUDL 2017,Evang
3076,San Francisco FlameThrowers,AUDL 2015,Fein B
3077,San Francisco FlameThrowers,AUDL 2016,Gilligan
3078,San Francisco FlameThrowers,AUDL 2018,Gina
3079,San Francisco FlameThrowers,AUDL 2017,Givol
3080,San Francisco FlameThrowers,AUDL 2015,Gormle R
3081,San Francisco FlameThrowers,AUDL 2016,Gormley
3082,San Francisco FlameThrowers,AUDL 2015,Greenb J
3083,San Francisco FlameThrowers,AUDL 2016,Greenwoo
3084,San Francisco FlameThrowers,AUDL 2018,Greenwoo
3085,San Francisco FlameThrowers,AUDL 2018,Greg
3086,San Francisco FlameThrowers,AUDL 2014,Greg M
3087,San Francisco FlameThrowers,AUDL 2016,Hagen
3088,San Francisco FlameThrowers,AUDL 2017,Hagen
3089,San Francisco FlameThrowers,AUDL 2016,Higgins
3090,San Francisco FlameThrowers,AUDL 2015,Hubbar B
3091,San Francisco FlameThrowers,AUDL 2018,Hunter
3092,San Francisco FlameThrowers,AUDL 2015,Ikeda C
3093,San Francisco FlameThrowers,AUDL 2018,Jack
3094,San Francisco FlameThrowers,AUDL 2018,Jacob
3095,San Francisco FlameThrowers,AUDL 2014,Jake C
3096,San Francisco FlameThrowers,AUDL 2015,Janin E
3097,San Francisco FlameThrowers,AUDL 2014,Jason Y
3098,San Francisco FlameThrowers,AUDL 2015,Jeffer J
3099,San Francisco FlameThrowers,AUDL 2016,Jeffery
3100,San Francisco FlameThrowers,AUDL 2016,Johnson
3101,San Francisco FlameThrowers,AUDL 2017,Johnson
3102,San Francisco FlameThrowers,AUDL 2018,Jordan
3103,San Francisco FlameThrowers,AUDL 2018,Joshua
3104,San Francisco FlameThrowers,AUDL 2017,Joye
3105,San Francisco FlameThrowers,AUDL 2016,Kanner
3106,San Francisco FlameThrowers,AUDL 2017,Kanner
3107,San Francisco FlameThrowers,AUDL 2015,Kawaok R
3108,San Francisco FlameThrowers,AUDL 2018,Kawaoka
3109,San Francisco FlameThrowers,AUDL 2016,Kerns
3110,San Francisco FlameThrowers,AUDL 2017,Kerns
3111,San Francisco FlameThrowers,AUDL 2015,Kerns E
3112,San Francisco FlameThrowers,AUDL 2017,Kirkland
3113,San Francisco FlameThrowers,AUDL 2018,Kobe
3114,San Francisco FlameThrowers,AUDL 2015,Konker H
3115,San Francisco FlameThrowers,AUDL 2015,Lahey P
3116,San Francisco FlameThrowers,AUDL 2015,Lahey T
3117,San Francisco FlameThrowers,AUDL 2016,Lang
3118,San Francisco FlameThrowers,AUDL 2015,Lang B
3119,San Francisco FlameThrowers,AUDL 2018,Lexa
3120,San Francisco FlameThrowers,AUDL 2017,Lim
3121,San Francisco FlameThrowers,AUDL 2017,Lindsley
3122,San Francisco FlameThrowers,AUDL 2018,Lior
3123,San Francisco FlameThrowers,AUDL 2016,Liu
3124,San Francisco FlameThrowers,AUDL 2017,Liu
3125,San Francisco FlameThrowers,AUDL 2014,Lucas D
3126,San Francisco FlameThrowers,AUDL 2014,Lucas Y
3127,San Francisco FlameThrowers,AUDL 2016,Madden
3128,San Francisco FlameThrowers,AUDL 2015,Madden B
3129,San Francisco FlameThrowers,AUDL 2017,Marcelo
3130,San Francisco FlameThrowers,AUDL 2018,Marcelo
3131,San Francisco FlameThrowers,AUDL 2016,Marcy
3132,San Francisco FlameThrowers,AUDL 2017,Marcy
3133,San Francisco FlameThrowers,AUDL 2015,Marlia G
3134,San Francisco FlameThrowers,AUDL 2016,Marliave
3135,San Francisco FlameThrowers,AUDL 2018,Max
3136,San Francisco FlameThrowers,AUDL 2014,Mike K
3137,San Francisco FlameThrowers,AUDL 2016,Miller
3138,San Francisco FlameThrowers,AUDL 2015,Miller C
3139,San Francisco FlameThrowers,AUDL 2017,Miller S
3140,San Francisco FlameThrowers,AUDL 2015,Naruo D
3141,San Francisco FlameThrowers,AUDL 2018,Natasha
3142,San Francisco FlameThrowers,AUDL 2014,Nick S
3143,San Francisco FlameThrowers,AUDL 2018,Nolan
3144,San Francisco FlameThrowers,AUDL 2015,Nord A
3145,San Francisco FlameThrowers,AUDL 2014,Pat B
3146,San Francisco FlameThrowers,AUDL 2017,Petersen
3147,San Francisco FlameThrowers,AUDL 2018,Phil
3148,San Francisco FlameThrowers,AUDL 2014,Purdy Z
3149,San Francisco FlameThrowers,AUDL 2015,Purdy Z
3150,San Francisco FlameThrowers,AUDL 2018,Raj
3151,San Francisco FlameThrowers,AUDL 2016,Raty
3152,San Francisco FlameThrowers,AUDL 2015,Raty A
3153,San Francisco FlameThrowers,AUDL 2017,Reinhart
3154,San Francisco FlameThrowers,AUDL 2015,Richar A
3155,San Francisco FlameThrowers,AUDL 2017,Rico
3156,San Francisco FlameThrowers,AUDL 2018,Robot
3157,San Francisco FlameThrowers,AUDL 2014,Ryo K
3158,San Francisco FlameThrowers,AUDL 2018,Sam
3159,San Francisco FlameThrowers,AUDL 2014,Sam C-K
3160,San Francisco FlameThrowers,AUDL 2014,Sam K
3161,San Francisco FlameThrowers,AUDL 2016,Sanchez
3162,San Francisco FlameThrowers,AUDL 2016,Schlache
3163,San Francisco FlameThrowers,AUDL 2017,Schlacht
3164,San Francisco FlameThrowers,AUDL 2018,Schlag
3165,San Francisco FlameThrowers,AUDL 2018,Skylohr
3166,San Francisco FlameThrowers,AUDL 2015,Slovan N
3167,San Francisco FlameThrowers,AUDL 2016,Spear
3168,San Francisco FlameThrowers,AUDL 2017,Spear
3169,San Francisco FlameThrowers,AUDL 2015,Sugiok K
3170,San Francisco FlameThrowers,AUDL 2017,Sung Mat
3171,San Francisco FlameThrowers,AUDL 2015,Surman A
3172,San Francisco FlameThrowers,AUDL 2016,Swink
3173,San Francisco FlameThrowers,AUDL 2017,Swink
3174,San Francisco FlameThrowers,AUDL 2015,Swink S
3175,San Francisco FlameThrowers,AUDL 2017,Taylor
3176,San Francisco FlameThrowers,AUDL 2014,Taylor L
3177,San Francisco FlameThrowers,AUDL 2017,Thompson
3178,San Francisco FlameThrowers,AUDL 2018,Tommy
3179,San Francisco FlameThrowers,AUDL 2018,Vincenzo
3180,San Francisco FlameThrowers,AUDL 2017,Vitiello
3181,San Francisco FlameThrowers,AUDL 2017,Walsh
3182,San Francisco FlameThrowers,AUDL 2016,White
3183,San Francisco FlameThrowers,AUDL 2017,White
3184,San Francisco FlameThrowers,AUDL 2017,Williams
3185,San Francisco FlameThrowers,AUDL 2016,Wynne
3186,San Francisco FlameThrowers,AUDL 2018,Xander
3187,San Francisco FlameThrowers,AUDL 2015,Young L
3188,San Francisco FlameThrowers,AUDL 2016,Yun
3189,San Francisco FlameThrowers,AUDL 2015,Yun J
3190,San Francisco FlameThrowers,AUDL 2016,Zaccaro
3191,San Francisco FlameThrowers,AUDL 2014,Zach P
3192,San Francisco FlameThrowers,AUDL 2014,Zack T
3193,San Francisco FlameThrowers,AUDL 2014,Zane R
3194,San Jose Spiders,AUDL 2016,AJ L
3195,San Jose Spiders,AUDL 2018,Adams T
3196,San Jose Spiders,AUDL 2017,Alec S
3197,San Jose Spiders,AUDL 2016,Andrew B
3198,San Jose Spiders,AUDL 2017,Andrew B
