id,Teamname,Tournament,Username,PlayerName
1369,Los Angeles Aviators,AUDL 2018,Theologi,Matt Theologidy
1370,Los Angeles Aviators,AUDL 2017,Wang Kuo,Kuo Hsun Wang
1371,Los Angeles Aviators,AUDL 2015,Warden N,Nathan Warden
1372,Los Angeles Aviators,AUDL 2018,Weaver,Aaron Weaver
1373,Los Angeles Aviators,AUDL 2017,Weaver A,Aaron Weaver
1374,Los Angeles Aviators,AUDL 2016,Zhou P,Peter Zhou
1375,Madison Radicals,AUDL 2015,A Brown,Andrew Brown
1376,Madison Radicals,AUDL 2016,A Brown,Andrew Brown
1377,Madison Radicals,AUDL 2017,A Brown,Andrew Brown
1378,Madison Radicals,AUDL 2018,A Brown,Andrew Brown
1379,Madison Radicals,AUDL 2015,A Drews,Adam Drews
1380,Madison Radicals,AUDL 2015,A Mesh,Andrew Meshnick
1381,Madison Radicals,AUDL 2014,Adam D,Adam Drews
1382,Madison Radicals,AUDL 2014,Adrian R,Adrian Reif
1383,Madison Radicals,AUDL 2018,Akyuz,Tarik Akyuz
1384,Madison Radicals,AUDL 2016,Alexand,Kelsen Alexander
1385,Madison Radicals,AUDL 2014,Alexande,Eric Alexander
1386,Madison Radicals,AUDL 2014,Andrew B,Andrew Brown
1387,Madison Radicals,AUDL 2014,Andrew M,Andrew Meshnick
1388,Madison Radicals,AUDL 2014,Animal,Tom Annen
1389,Madison Radicals,AUDL 2015,Animal,Tom Annen
1390,Madison Radicals,AUDL 2016,Animal,Tom Annen
1391,Madison Radicals,AUDL 2017,Animal,Tom Annen
1392,Madison Radicals,AUDL 2018,Animal,Tom Annen
1393,Madison Radicals,AUDL 2015,B Ever,Bill Everhart
1394,Madison Radicals,AUDL 2015,B Hart,Brian Hart
1395,Madison Radicals,AUDL 2015,B Keren,Benjy Keren
1396,Madison Radicals,AUDL 2015,B Nelson,Ben Nelson
1397,Madison Radicals,AUDL 2015,B Taitt,Brandon Taitt
1398,Madison Radicals,AUDL 2017,Barker,Ross Barker
1399,Madison Radicals,AUDL 2014,Ben N,Ben Nelson
1400,Madison Radicals,AUDL 2014,Benjy K,Benjy Keren
1401,Madison Radicals,AUDL 2014,Bill E,Bill Everhart
1402,Madison Radicals,AUDL 2018,Bosscher,Nate Bosscher
1403,Madison Radicals,AUDL 2014,Brian H,Brian Hart
1404,Madison Radicals,AUDL 2014,Brown,Kevin Brown
1405,Madison Radicals,AUDL 2015,Buddy,David Meinecke
1406,Madison Radicals,AUDL 2016,Buddy,David Meinecke
1407,Madison Radicals,AUDL 2017,Buddy,David Meinecke
1408,Madison Radicals,AUDL 2018,Buddy,David Meinecke
1409,Madison Radicals,AUDL 2015,C Camp,Colin Camp
1410,Madison Radicals,AUDL 2015,C Wilen,Chris Wilen
1411,Madison Radicals,AUDL 2016,Camp,Colin Camp
1412,Madison Radicals,AUDL 2017,Camp,Colin Camp
1413,Madison Radicals,AUDL 2018,Camp,Colin Camp
1414,Madison Radicals,AUDL 2016,Coffin,Abe Coffin
1415,Madison Radicals,AUDL 2015,Cooli,Thomas Coolidge
1416,Madison Radicals,AUDL 2014,Coolidge,Thomas Coolidge
1417,Madison Radicals,AUDL 2016,Coolidge,Thomas Coolidge
1418,Madison Radicals,AUDL 2017,Coolidge,Thomas Coolidge
1419,Madison Radicals,AUDL 2018,Coolidge,Thomas Coolidge
1420,Madison Radicals,AUDL 2015,D Schlei,David Schleicher
1421,Madison Radicals,AUDL 2015,D Wise,Dave Wiseman
1422,Madison Radicals,AUDL 2018,DWiseman,Dave Wiseman
1423,Madison Radicals,AUDL 2014,Dan R,Dan Rowan
1424,Madison Radicals,AUDL 2014,Dave W,Dave Wiseman
1425,Madison Radicals,AUDL 2014,David S,David Schleicher
1426,Madison Radicals,AUDL 2014,Davis W,Davis Whitehead
1427,Madison Radicals,AUDL 2016,Debyl,Tim Debyl
1428,Madison Radicals,AUDL 2017,Debyl,Tim Debyl
1429,Madison Radicals,AUDL 2014,Dirty,Dan Rowan
1430,Madison Radicals,AUDL 2017,Dirty,Dan Rowan
1431,Madison Radicals,AUDL 2014,Drews,Adam Drews
1432,Madison Radicals,AUDL 2016,Drews,Adam Drews
1433,Madison Radicals,AUDL 2017,Drews,Adam Drews
1434,Madison Radicals,AUDL 2018,Drews,Adam Drews
1435,Madison Radicals,AUDL 2014,Everhart,Bill Everhart
1436,Madison Radicals,AUDL 2016,Everhart,Bill Everhart
1437,Madison Radicals,AUDL 2017,Everhart,Bill Everhart
1438,Madison Radicals,AUDL 2016,Froude,Jay Froude
1439,Madison Radicals,AUDL 2016,Gallo,Julian Gallo
1440,Madison Radicals,AUDL 2014,Garner,Keith Garner
1441,Madison Radicals,AUDL 2016,Garner,Keith Garner
1442,Madison Radicals,AUDL 2014,Graffy,Peter Graffy
1443,Madison Radicals,AUDL 2016,Graffy,Peter Graffy
1444,Madison Radicals,AUDL 2017,Graffy,Peter Graffy
1445,Madison Radicals,AUDL 2018,Graffy,Peter Graffy
1446,Madison Radicals,AUDL 2018,Grandon,Colin Grandon
1447,Madison Radicals,AUDL 2014,Hart,Brian Hart
1448,Madison Radicals,AUDL 2016,Hart,Brian Hart
1449,Madison Radicals,AUDL 2017,Hart,Brian Hart
1450,Madison Radicals,AUDL 2015,J Froude,Jay Froude
1451,Madison Radicals,AUDL 2015,J Sculli,Jadon Scullion
1452,Madison Radicals,AUDL 2015,J Spiro,Jacob Spiro
1453,Madison Radicals,AUDL 2014,Jadon S,Jadon Scullion
1454,Madison Radicals,AUDL 2014,Jdub,Joshua Wilson
1455,Madison Radicals,AUDL 2016,Jdub,Joshua Wilson
1456,Madison Radicals,AUDL 2017,Jdub,Joshua Wilson
1457,Madison Radicals,AUDL 2018,Jdub,Joshua Wilson
1458,Madison Radicals,AUDL 2017,Johnson,Avery Johnson
1459,Madison Radicals,AUDL 2018,Johnson,Avery Johnson
1460,Madison Radicals,AUDL 2014,Joshua W,Joshua Wilson
1461,Madison Radicals,AUDL 2015,K Alex,Kelsen Alexander
1462,Madison Radicals,AUDL 2015,K Brown,Kevin Brown
1463,Madison Radicals,AUDL 2016,K Brown,Kevin Brown
1464,Madison Radicals,AUDL 2017,K Brown,Kevin Brown
1465,Madison Radicals,AUDL 2018,K Brown,Kevin Brown
1466,Madison Radicals,AUDL 2015,K Garner,Keith Garner
1467,Madison Radicals,AUDL 2014,KBrown,Kevin Brown
1468,Madison Radicals,AUDL 2014,KPS,Kevin Pettit-Scantling
1469,Madison Radicals,AUDL 2015,KPS,Kevin Pettit-Scantling
1470,Madison Radicals,AUDL 2017,KPS,Kevin Pettit-Scantling
1471,Madison Radicals,AUDL 2018,KPS,Kevin Pettit-Scantling
1472,Madison Radicals,AUDL 2018,Kan,Sef van Kan
1473,Madison Radicals,AUDL 2014,Keith G,Keith Garner
1474,Madison Radicals,AUDL 2017,Kelly,Jack Kelly
1475,Madison Radicals,AUDL 2018,Kelly,Jack Kelly
1476,Madison Radicals,AUDL 2014,Kelsen A,Kelsen Alexander
1477,Madison Radicals,AUDL 2014,Keren,Benjy Keren
1478,Madison Radicals,AUDL 2016,Keren,Benjy Keren
1479,Madison Radicals,AUDL 2017,Keren,Benjy Keren
1480,Madison Radicals,AUDL 2018,Keren,Benjy Keren
1481,Madison Radicals,AUDL 2014,Kevin B,Kevin Brown
1482,Madison Radicals,AUDL 2014,Kevin PS,Kevin Pettit-Scantling
1483,Madison Radicals,AUDL 2017,Knoche,Sterling Knoche
1484,Madison Radicals,AUDL 2018,Knoche,Sterling Knoche
1485,Madison Radicals,AUDL 2016,Kps,Kevin Pettit-Scantling
1486,Madison Radicals,AUDL 2017,Luo,Victor Luo
1487,Madison Radicals,AUDL 2018,Luo,Victor Luo
1488,Madison Radicals,AUDL 2015,M Swain,Michael Swain
1489,Madison Radicals,AUDL 2015,M Weber,Matt Weber
1490,Madison Radicals,AUDL 2017,Marty,Chase Marty
1491,Madison Radicals,AUDL 2018,Marty,Chase Marty
1492,Madison Radicals,AUDL 2017,Maska,Jeff Maskalunas
1493,Madison Radicals,AUDL 2017,Mason,Marquis Mason
1494,Madison Radicals,AUDL 2018,Mason,Marquis Mason
1495,Madison Radicals,AUDL 2014,Matt W,Matt Weber
1496,Madison Radicals,AUDL 2018,Mawby,Elliot Mawby
1497,Madison Radicals,AUDL 2014,Mesh,Andrew Meshnick
1498,Madison Radicals,AUDL 2016,Meshnick,Andrew Meshnick
1499,Madison Radicals,AUDL 2017,Meshnick,Andrew Meshnick
1500,Madison Radicals,AUDL 2018,Meshnick,Andrew Meshnick
1501,Madison Radicals,AUDL 2014,Meyer,Seth Meyer
1502,Madison Radicals,AUDL 2016,Meyer,Seth Meyer
1503,Madison Radicals,AUDL 2017,Meyer,Seth Meyer
1504,Madison Radicals,AUDL 2018,Meyer,Seth Meyer
1505,Madison Radicals,AUDL 2014,Mike S,Michael Swain
1506,Madison Radicals,AUDL 2015,N Thib,Nate Thibedeau
1507,Madison Radicals,AUDL 2015,N Volk,Nate Volkman
1508,Madison Radicals,AUDL 2014,Nate T,Nate Thibedeau
1509,Madison Radicals,AUDL 2014,Nate V,Nate Volkman
1510,Madison Radicals,AUDL 2014,Nelson,Ben Nelson
1511,Madison Radicals,AUDL 2016,Nelson,Ben Nelson
1512,Madison Radicals,AUDL 2017,Nelson,Ben Nelson
1513,Madison Radicals,AUDL 2018,Nelson,Ben Nelson
1514,Madison Radicals,AUDL 2015,P Graffy,Peter Graffy
1515,Madison Radicals,AUDL 2015,P Shriwi,Pat Shriwise
1516,Madison Radicals,AUDL 2014,Pat S,Pat Shriwise
1517,Madison Radicals,AUDL 2014,Peter G,Peter Graffy
1518,Madison Radicals,AUDL 2018,Poole,Glenn Poole
1519,Madison Radicals,AUDL 2016,Pruess,Logan Pruess
1520,Madison Radicals,AUDL 2017,Pruess,Logan Pruess
1521,Madison Radicals,AUDL 2018,Pruess,Logan Pruess
1522,Madison Radicals,AUDL 2018,RWiseman,Robyn Wiseman
1523,Madison Radicals,AUDL 2014,Reif,Adrian Reif
1524,Madison Radicals,AUDL 2018,Repper,Anson Reppermund
1525,Madison Radicals,AUDL 2014,Richgels,Scott Richgels
1526,Madison Radicals,AUDL 2016,Richgels,Scott Richgels
1527,Madison Radicals,AUDL 2017,Richgels,Scott Richgels
1528,Madison Radicals,AUDL 2018,Richgels,Scott Richgels
1529,Madison Radicals,AUDL 2015,S Meyer,Seth Meyer
1530,Madison Radicals,AUDL 2015,S Rich,Scott Richgels
1531,Madison Radicals,AUDL 2014,Schleich,David Schleicher
1532,Madison Radicals,AUDL 2014,Scott R,Scott Richgels
1533,Madison Radicals,AUDL 2014,Scullion,Jadon Scullion
1534,Madison Radicals,AUDL 2016,Scullion,Jadon Scullion
1535,Madison Radicals,AUDL 2017,Scullion,Jadon Scullion
1536,Madison Radicals,AUDL 2014,Seth M,Seth Meyer
1537,Madison Radicals,AUDL 2014,Shriwise,Pat Shriwise
1538,Madison Radicals,AUDL 2016,Shriwise,Pat Shriwise
1539,Madison Radicals,AUDL 2017,Shriwise,Pat Shriwise
1540,Madison Radicals,AUDL 2018,Shriwise,Pat Shriwise
1541,Madison Radicals,AUDL 2017,Spiro,Jacob Spiro
1542,Madison Radicals,AUDL 2018,Spyro,Jacob Spiro
1543,Madison Radicals,AUDL 2014,Swain,Michael Swain
1544,Madison Radicals,AUDL 2016,Swain,Michael Swain
1545,Madison Radicals,AUDL 2017,Swain,Michael Swain
1546,Madison Radicals,AUDL 2015,T Debyl,Tim Debyl
1547,Madison Radicals,AUDL 2016,Thib,Nate Thibedeau
1548,Madison Radicals,AUDL 2017,Thib,Nate Thibedeau
1549,Madison Radicals,AUDL 2014,Thibedea,Nate Thibedeau
1550,Madison Radicals,AUDL 2014,Thomas C,Thomas Coolidge
1551,Madison Radicals,AUDL 2014,Tim D,Tim Debyl
1552,Madison Radicals,AUDL 2014,Tom A,Tom Annen
1553,Madison Radicals,AUDL 2016,Tucker,Ryan Tucker
1554,Madison Radicals,AUDL 2017,Tucker,Ryan Tucker
1555,Madison Radicals,AUDL 2018,Tucker,Ryan Tucker
1556,Madison Radicals,AUDL 2014,Volkman,Nate Volkman
1557,Madison Radicals,AUDL 2016,Volkman,Nate Volkman
1558,Madison Radicals,AUDL 2017,Warner,Dane Warner
1559,Madison Radicals,AUDL 2014,Weber,Matt Weber
1560,Madison Radicals,AUDL 2016,Weber,Matt Weber
1561,Madison Radicals,AUDL 2017,Weber,Matt Weber
1562,Madison Radicals,AUDL 2018,Weber,Matt Weber
1563,Madison Radicals,AUDL 2016,Weigand,Kyle Weigand
1564,Madison Radicals,AUDL 2018,Weigand,Kyle Weigand
1565,Madison Radicals,AUDL 2014,Whitehea,Davis Whitehead
1566,Madison Radicals,AUDL 2016,Wilen,Chris Wilen
1567,Madison Radicals,AUDL 2017,Wilen,Chris Wilen
1568,Madison Radicals,AUDL 2018,Wilen,Chris Wilen
1569,Madison Radicals,AUDL 2014,Wiseman,Dave Wiseman
1570,Madison Radicals,AUDL 2016,Wiseman,Dave Wiseman
1571,Madison Radicals,AUDL 2017,Wiseman,Dave Wiseman
1572,Minnesota Wind Chill,AUDL 2016,A Lien,Alex Lien
1573,Minnesota Wind Chill,AUDL 2015,A-K Ian,
1574,Minnesota Wind Chill,AUDL 2015,Abramo L,Lou Abramowski
1575,Minnesota Wind Chill,AUDL 2018,Anders C,Connor Anderson
1576,Minnesota Wind Chill,AUDL 2015,Arenso G,Gregory Arenson
1577,Minnesota Wind Chill,AUDL 2014,Baker,Alex Baker
1578,Minnesota Wind Chill,AUDL 2017,Berry C,Colin Berry
1579,Minnesota Wind Chill,AUDL 2018,Berry C,Colin Berry
1580,Minnesota Wind Chill,AUDL 2014,Bhakta,Nikhal Bhakta
1581,Minnesota Wind Chill,AUDL 2015,Bolton J,Jesse Bolton
1582,Minnesota Wind Chill,AUDL 2017,Bowen P,Phil Bowen
1583,Minnesota Wind Chill,AUDL 2017,Bumste S,Sam Bumsted
1584,Minnesota Wind Chill,AUDL 2018,Bumste S,Sam Bumsted
1585,Minnesota Wind Chill,AUDL 2017,Burkha M,Matt Burkhardt
1586,Minnesota Wind Chill,AUDL 2018,Burkha M,Matt Burkhardt
1587,Minnesota Wind Chill,AUDL 2016,Bvon,
1588,Minnesota Wind Chill,AUDL 2016,C Jensen,Cole Jensen
1589,Minnesota Wind Chill,AUDL 2015,Caball L,Luis Caballero
1590,Minnesota Wind Chill,AUDL 2014,Carr,Pete Carr
1591,Minnesota Wind Chill,AUDL 2015,Carr P,Pete Carr
1592,Minnesota Wind Chill,AUDL 2015,Cashma P,Pat Cashman
1593,Minnesota Wind Chill,AUDL 2016,Charlie,Charlie Schuweiler
1594,Minnesota Wind Chill,AUDL 2016,Collom,Danny Collom
1595,Minnesota Wind Chill,AUDL 2015,Collom D,Danny Collom
1596,Minnesota Wind Chill,AUDL 2017,Collom D,Danny Collom
1597,Minnesota Wind Chill,AUDL 2017,Cousi G,Greg Cousins
1598,Minnesota Wind Chill,AUDL 2018,Cousin G,Greg Cousins
1599,Minnesota Wind Chill,AUDL 2016,Cousins,Greg Cousins
1600,Minnesota Wind Chill,AUDL 2014,Crotchy,
1601,Minnesota Wind Chill,AUDL 2014,Crumb,
1602,Minnesota Wind Chill,AUDL 2017,DeCler D,Dylan DeClerck
1603,Minnesota Wind Chill,AUDL 2018,DeCler D,Dylan DeClerck
1604,Minnesota Wind Chill,AUDL 2016,DeClerck,Dylan DeClerck
1605,Minnesota Wind Chill,AUDL 2017,Deneco C,Caleb Denecour
1606,Minnesota Wind Chill,AUDL 2015,Dresch J,Jay Drescher
1607,Minnesota Wind Chill,AUDL 2017,Dresch J,Jay Drescher
1608,Minnesota Wind Chill,AUDL 2014,Drescher,Jay Drescher
1609,Minnesota Wind Chill,AUDL 2016,Drescher,Jay Drescher
1610,Minnesota Wind Chill,AUDL 2018,Duhn,
1611,Minnesota Wind Chill,AUDL 2014,Dustin R,Dustin Rooffener
1612,Minnesota Wind Chill,AUDL 2016,Dustin R,Dustin Rooffener
1613,Minnesota Wind Chill,AUDL 2018,Echols T,Thomas Echols
1614,Minnesota Wind Chill,AUDL 2014,Eric J.,Eric EJ Johnson
1615,Minnesota Wind Chill,AUDL 2016,Ethan R,Ethan Rasmussen
1616,Minnesota Wind Chill,AUDL 2017,Feldma B,Ben Feldman
1617,Minnesota Wind Chill,AUDL 2018,Feldma B,Ben Feldman
1618,Minnesota Wind Chill,AUDL 2014,Feldman,Ben Feldman
1619,Minnesota Wind Chill,AUDL 2016,Fraser,Jay Drescher
1620,Minnesota Wind Chill,AUDL 2014,Gaynor,Jon Gaynor
1621,Minnesota Wind Chill,AUDL 2014,Gill,Kyle Gill
1622,Minnesota Wind Chill,AUDL 2016,Graham B,Graham Grayshaw
1623,Minnesota Wind Chill,AUDL 2015,Groess J,John Groess
1624,Minnesota Wind Chill,AUDL 2015,Groven T,Tristan Grovender
1625,Minnesota Wind Chill,AUDL 2017,Groven T,Tristan Grovender
1626,Minnesota Wind Chill,AUDL 2018,Groven T,Tristan Grovender
1627,Minnesota Wind Chill,AUDL 2014,Hanke,Neal Hanke
1628,Minnesota Wind Chill,AUDL 2015,Hanke N,Neal Hanke
1629,Minnesota Wind Chill,AUDL 2018,Hawkin B,Beau Hawkinson
1630,Minnesota Wind Chill,AUDL 2015,Heid N,Nick Heid
1631,Minnesota Wind Chill,AUDL 2014,Hron,James Hron
1632,Minnesota Wind Chill,AUDL 2015,Hunt D,Danny Hunt
1633,Minnesota Wind Chill,AUDL 2016,J Lien,Jacob Lien
1634,Minnesota Wind Chill,AUDL 2014,Jagt,Ben Jagt
1635,Minnesota Wind Chill,AUDL 2016,Jagt,Ben Jagt
1636,Minnesota Wind Chill,AUDL 2015,Jagt B,Ben Jagt
1637,Minnesota Wind Chill,AUDL 2014,Jensen,Pat Jensen
1638,Minnesota Wind Chill,AUDL 2015,Jensen C,Cole Jensen
1639,Minnesota Wind Chill,AUDL 2016,Jimmy K,Jimmy Kittlesen
1640,Minnesota Wind Chill,AUDL 2017,Johnso E,"Eric ""EJ"" Johnson"
1641,Minnesota Wind Chill,AUDL 2018,Johnso E,"Eric ""EJ"" Johnson"
1642,Minnesota Wind Chill,AUDL 2018,Johnso K,Kristian Johnson
1643,Minnesota Wind Chill,AUDL 2015,Johnso R,Robert Johnson
1644,Minnesota Wind Chill,AUDL 2015,Jordan M,Michael Jordan
1645,Minnesota Wind Chill,AUDL 2017,Jordan M,Michael Jordan
1646,Minnesota Wind Chill,AUDL 2018,Jordan M,Michael Jordan
1647,Minnesota Wind Chill,AUDL 2018,Jurek C,Cole Jurek
1648,Minnesota Wind Chill,AUDL 2018,Kautz J,Josh Kautz
1649,Minnesota Wind Chill,AUDL 2015,Kittle J,Jimmy Kittlesen
1650,Minnesota Wind Chill,AUDL 2017,Kittle J,Jimmy Kittlesen
1651,Minnesota Wind Chill,AUDL 2018,Kittle J,Jimmy Kittlesen
1652,Minnesota Wind Chill,AUDL 2014,Klane,Josh Klane
1653,Minnesota Wind Chill,AUDL 2017,Klane J,Josh Klane
1654,Minnesota Wind Chill,AUDL 2018,Klane J,Josh Klane
1655,Minnesota Wind Chill,AUDL 2016,Kline,Conor Kline
1656,Minnesota Wind Chill,AUDL 2018,Ladas N,Nick Ladas
1657,Minnesota Wind Chill,AUDL 2016,Latham,Tyler Latham
1658,Minnesota Wind Chill,AUDL 2017,Latham T,Tyler Latham
1659,Minnesota Wind Chill,AUDL 2016,Lee,Austin Lee
1660,Minnesota Wind Chill,AUDL 2015,Lee A,Austin Lee
1661,Minnesota Wind Chill,AUDL 2017,Lee A,Austin Lee
1662,Minnesota Wind Chill,AUDL 2018,Leonar I,Isaac Leonard
1663,Minnesota Wind Chill,AUDL 2014,Lien,Austin Lien
1664,Minnesota Wind Chill,AUDL 2015,Lien A,Austin Lien
1665,Minnesota Wind Chill,AUDL 2017,Lien A,Austin Lien
1666,Minnesota Wind Chill,AUDL 2015,Lien J,Ben Jagt
1667,Minnesota Wind Chill,AUDL 2017,Lien J,Jacob Lien
1668,Minnesota Wind Chill,AUDL 2014,Lo Weiss,Logan Weiss
1669,Minnesota Wind Chill,AUDL 2017,Loko J,Jack Lokowich
1670,Minnesota Wind Chill,AUDL 2016,Lou A,Lou Abramowski
1671,Minnesota Wind Chill,AUDL 2016,Luis C,Luis Caballero
1672,Minnesota Wind Chill,AUDL 2016,M Jordan,Michael Jordan
1673,Minnesota Wind Chill,AUDL 2014,Matis,Brandon Matis
1674,Minnesota Wind Chill,AUDL 2016,Matis,Brandon Matis
1675,Minnesota Wind Chill,AUDL 2015,Matis B,Brandon Matis
1676,Minnesota Wind Chill,AUDL 2017,Matis B,Brandon Matis
1677,Minnesota Wind Chill,AUDL 2018,Matis B,Brandon Matis
1678,Minnesota Wind Chill,AUDL 2016,Matt B,Matt Burkhardt
1679,Minnesota Wind Chill,AUDL 2018,McCart M,Wyatt Mekler
1680,Minnesota Wind Chill,AUDL 2017,McCutc C,Charlie McCutcheon
1681,Minnesota Wind Chill,AUDL 2018,McCutc C,Charlie McCutcheon
1682,Minnesota Wind Chill,AUDL 2018,Mekler W,Wyatt Mekler
1683,Minnesota Wind Chill,AUDL 2015,Merie Z,Zac Merie
1684,Minnesota Wind Chill,AUDL 2016,Merwin,Mike Merwin
1685,Minnesota Wind Chill,AUDL 2014,Miesen,Dan Miesen
1686,Minnesota Wind Chill,AUDL 2014,Miller,Dan Miller
1687,Minnesota Wind Chill,AUDL 2016,Morton,Joel Morton
1688,Minnesota Wind Chill,AUDL 2016,N Heid,Nick Heid
1689,Minnesota Wind Chill,AUDL 2016,Newlin,Sean Newlin
1690,Minnesota Wind Chill,AUDL 2015,Newlin S,Sean Newlin
1691,Minnesota Wind Chill,AUDL 2014,Niles,Pat Niles
1692,Minnesota Wind Chill,AUDL 2015,Niles P,Pat Niles
1693,Minnesota Wind Chill,AUDL 2017,Osgar R,Ryan Osgar
1694,Minnesota Wind Chill,AUDL 2018,Osgar R,Ryan Osgar
1695,Minnesota Wind Chill,AUDL 2018,Pangbu G,Grayson Pangburn
1696,Minnesota Wind Chill,AUDL 2017,Pangburn,Grayson Pangburn
1697,Minnesota Wind Chill,AUDL 2015,Peters M,Pete Carr
1698,Minnesota Wind Chill,AUDL 2014,Petersen,Pat Jensen
1699,Minnesota Wind Chill,AUDL 2014,Pisansky,Marc Pisansky
1700,Minnesota Wind Chill,AUDL 2014,Pokey,
1701,Minnesota Wind Chill,AUDL 2015,Polett T,Tony Poletto
1702,Minnesota Wind Chill,AUDL 2017,Polett T,Tony Poletto
1703,Minnesota Wind Chill,AUDL 2018,Polett T,Tony Poletto
1704,Minnesota Wind Chill,AUDL 2016,Raasch,Cullen Raasch
1705,Minnesota Wind Chill,AUDL 2015,Rasmus E,Ethan Rasmussen
1706,Minnesota Wind Chill,AUDL 2017,Rasmus E,Ethan Rasmussen
1707,Minnesota Wind Chill,AUDL 2016,Reis,Samuel Reis
1708,Minnesota Wind Chill,AUDL 2015,Reis S,Samuel Reis
1709,Minnesota Wind Chill,AUDL 2014,Rob J.,Robert Johnson
1710,Minnesota Wind Chill,AUDL 2015,Rooffe D,Dustin Rooffener
1711,Minnesota Wind Chill,AUDL 2017,Rooffe D,Dustin Rooffener
1712,Minnesota Wind Chill,AUDL 2015,Schmit P,Peter Schmitt
1713,Minnesota Wind Chill,AUDL 2015,Schoen B,Brian Schoenrock
1714,Minnesota Wind Chill,AUDL 2017,Schoen B,Brian Schoenrock
1715,Minnesota Wind Chill,AUDL 2017,Schuwe C,Charlie Schuweiler
1716,Minnesota Wind Chill,AUDL 2014,Seiler,Kevin Seiler
1717,Minnesota Wind Chill,AUDL 2014,Shane H.,Shane Hohenstein
1718,Minnesota Wind Chill,AUDL 2015,Shirle D,David Shirley
1719,Minnesota Wind Chill,AUDL 2017,Shirle D,David Shirley
1720,Minnesota Wind Chill,AUDL 2014,Shirley,David Shirley
1721,Minnesota Wind Chill,AUDL 2016,Shirley,David Shirley
1722,Minnesota Wind Chill,AUDL 2015,Shramk L,Liam Shramko
1723,Minnesota Wind Chill,AUDL 2017,Shramk L,Liam Shramko
1724,Minnesota Wind Chill,AUDL 2016,Shramko,Liam Shramko
1725,Minnesota Wind Chill,AUDL 2014,Shwa,
1726,Minnesota Wind Chill,AUDL 2018,Simone J,Joe Simonelli
1727,Minnesota Wind Chill,AUDL 2017,Simone N,Nicholas Simonelli
1728,Minnesota Wind Chill,AUDL 2014,Simonell,Nicholas Simonelli
1729,Minnesota Wind Chill,AUDL 2014,Staron,Jon Staron
1730,Minnesota Wind Chill,AUDL 2014,Strings,Brian Schoenrock
1731,Minnesota Wind Chill,AUDL 2016,Strings,Brian Schoenrock
1732,Minnesota Wind Chill,AUDL 2015,Sulliv B,Brett Sullivan
1733,Minnesota Wind Chill,AUDL 2017,Sulliv B,Brett Sullivan
1734,Minnesota Wind Chill,AUDL 2016,Sullivan,Brett Sullivan
1735,Minnesota Wind Chill,AUDL 2016,T Grund,Tom Grund
1736,Minnesota Wind Chill,AUDL 2016,T Meyer,Tyler Meyer
1737,Minnesota Wind Chill,AUDL 2018,Taylor J,Jordan Taylor
1738,Minnesota Wind Chill,AUDL 2018,Taylor T,Jordan Taylor
1739,Minnesota Wind Chill,AUDL 2014,Timmy,
1740,Minnesota Wind Chill,AUDL 2016,Tristan,Tristan Grovender
1741,Minnesota Wind Chill,AUDL 2018,Trotte E,Elliot Trotter
1742,Minnesota Wind Chill,AUDL 2017,Tschid J,Jason Tschida
1743,Minnesota Wind Chill,AUDL 2018,Tschid J,Jason Tschida
1744,Minnesota Wind Chill,AUDL 2016,Tschida,Jason Tschida
1745,Minnesota Wind Chill,AUDL 2015,VanKan J,Josef Van Kan
1746,Minnesota Wind Chill,AUDL 2018,Vogt,
1747,Minnesota Wind Chill,AUDL 2018,Vohnou B,Bryan Vohnoutka
1748,Minnesota Wind Chill,AUDL 2017,Vohnto B,Bryan Vohnoutka
1749,Minnesota Wind Chill,AUDL 2018,Wallin C,Cole Wallin
1750,Minnesota Wind Chill,AUDL 2018,Weinbe C,Charles Weinberg
1751,Minnesota Wind Chill,AUDL 2017,Weiss L,Logan Weiss
1752,Minnesota Wind Chill,AUDL 2014,Wenzel,David Wenzel
1753,Minnesota Wind Chill,AUDL 2016,Wolle,Carlos Wolle
1754,Minnesota Wind Chill,AUDL 2015,Wolle C,Carlos Wolle
1755,Minnesota Wind Chill,AUDL 2017,Wolle C,Carlos Wolle
1756,Minnesota Wind Chill,AUDL 2018,Wood C,C Wood
1757,Minnesota Wind Chill,AUDL 2016,Z. Merie,Zac Merie
1758,Montreal Royal,AUDL 2016,A Genest,Antoine Genest
1759,Montreal Royal,AUDL 2018,Andre,Andre Arsenault
1760,Montreal Royal,AUDL 2016,Andre A,Andre Arsenault
1761,Montreal Royal,AUDL 2014,AntoineG,Antoine Genest
1762,Montreal Royal,AUDL 2015,AntoineG,Antoine Genest
1763,Montreal Royal,AUDL 2015,AntoineL,Antoine Genest
1764,Montreal Royal,AUDL 2017,Arsenaul,Andre Arsenault
1765,Montreal Royal,AUDL 2015,Arsene A,Andre Arsenault
1766,Montreal Royal,AUDL 2015,Aubut,Cedric Aubut-Boucher
1767,Montreal Royal,AUDL 2015,Aubut C,Cedric Aubut-Boucher
1768,Montreal Royal,AUDL 2017,Auger M,Malik Auger-Semmar
1769,Montreal Royal,AUDL 2017,AugerSem,Malik Auger-Semmar
1770,Montreal Royal,AUDL 2016,Ayotte,Simon Ayotte
1771,Montreal Royal,AUDL 2015,Bago,
1772,Montreal Royal,AUDL 2016,Bariteau,Charles Bariteau
1773,Montreal Royal,AUDL 2018,Big Mike,Mike Voelpel
