team,year,Passer,Receiver,Line
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,Jonathan Bain,Doug Urbino,O
Rochester Dragons,2014,Gabriel Hage,Tim Kominos,D
Rochester Dragons,2014,Kevin Quinlan,Greg Wakeman,O
Rochester Dragons,2014,TJ Burns,David Ferraro,O
Rochester Dragons,2014,Maxwell Rick,TJ Burns,O
Rochester Dragons,2014,Greg Wakeman,Maxwell Rick,O
Rochester Dragons,2014,KJ Dziak,Maxwell Rick,O
Rochester Dragons,2014,Kevin Quinlan,Doug Urbino,O
Rochester Dragons,2014,Kevin Quinlan,TJ Burns,O
Rochester Dragons,2014,Greg Wakeman,Maxwell Rick,O
Rochester Dragons,2014,Joe Thompson,David Ferraro,O
Rochester Dragons,2014,Mitchell Steiner,Doug Urbino,O
Rochester Dragons,2014,Doug Urbino,Matt Rybak,D
Rochester Dragons,2014,Kevin Quinlan,David Ferraro,D
Rochester Dragons,2014,KJ Dziak,TJ Burns,O
Rochester Dragons,2014,Kevin Quinlan,David Ferraro,D
Rochester Dragons,2014,Doug Urbino,Evan Meccarello,D
Rochester Dragons,2014,Greg Wakeman,Joe Becker,O
Rochester Dragons,2014,Tim Kominos,Doug Urbino,D
Rochester Dragons,2014,Mitch Wheeler,Maxwell Rick,O
Rochester Dragons,2014,Mitch Wheeler,Kevin Quinlan,O
Rochester Dragons,2014,Tim Kominos,Evan Meccarello,O
Rochester Dragons,2014,Gabriel Hage,Doug Urbino,D
Rochester Dragons,2014,TJ Burns,Kevin Quinlan,O
Rochester Dragons,2014,Gabriel Hage,Jonathan Bain,D
Rochester Dragons,2014,Mitch Wheeler,Kevin Quinlan,O
Rochester Dragons,2014,Brian Kibler,Tim Kominos,O
Rochester Dragons,2014,Jonathan Bain,Matt Rybak,D
Rochester Dragons,2014,Gabriel Hage,Connor Fortin,O
Rochester Dragons,2014,Doug Urbino,Connor Fortin,O
Rochester Dragons,2014,Kevin Quinlan,Matt Rybak,O
Rochester Dragons,2014,Tim Kominos,Doug Urbino,D
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,TJ Burns,Tim Kominos,O
Rochester Dragons,2014,Jonathan Bain,Doug Urbino,D
Rochester Dragons,2014,Brian Kibler,Maxwell Rick,O
Rochester Dragons,2014,Sean Donnellan,Kevin Quinlan,O
Rochester Dragons,2014,Connor Fortin,Maxwell Rick,O
Rochester Dragons,2014,Matt Rybak,Tim Kominos,O
Rochester Dragons,2014,Matt Rybak,Brian Kibler,D
Rochester Dragons,2014,Brian Kibler,Joe Thompson,D
Rochester Dragons,2014,Doug Urbino,Tim Kominos,O
Rochester Dragons,2014,Will Sloane,Connor Fortin,O
Rochester Dragons,2014,KJ Dziak,Greg Wakeman,O
Rochester Dragons,2014,CJ Colicchio,Maxwell Rick,O
Rochester Dragons,2014,Greg Wakeman,Maxwell Rick,O
Rochester Dragons,2014,Doug Urbino,Tim Kominos,D
Rochester Dragons,2014,Joe Thompson,Will Sloane,O
Rochester Dragons,2014,TJ Burns,Gabriel Hage,D
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,Greg Wakeman,Kevin Quinlan,O
Rochester Dragons,2014,Will Sloane,Kevin Quinlan,O
Rochester Dragons,2014,Joe Thompson,TJ Burns,O
Rochester Dragons,2014,KJ Dziak,Joe Thompson,O
Rochester Dragons,2014,Maxwell Rick,Kevin Quinlan,O
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,Jonathan Bain,Gabriel Hage,D
Rochester Dragons,2014,Gabriel Hage,Kevin Quinlan,O
Rochester Dragons,2014,Dylan B,Evan Meccarello,D
Rochester Dragons,2014,Will Sloane,Kevin Quinlan,O
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,Sean Donnellan,Maxwell Rick,O
Rochester Dragons,2014,KJ Dziak,David Ferraro,O
Rochester Dragons,2014,Evan Meccarello,TJ Burns,D
Rochester Dragons,2014,KJ Dziak,David Ferraro,O
Rochester Dragons,2014,Greg Wakeman,KJ Dziak,O
Rochester Dragons,2014,Will Sloane,David Ferraro,O
Rochester Dragons,2014,Will Sloane,KJ Dziak,O
Rochester Dragons,2014,Greg Wakeman,Kevin Quinlan,O
Rochester Dragons,2014,Sean Donnellan,Doug Urbino,D
Rochester Dragons,2014,Will Sloane,David Ferraro,O
Rochester Dragons,2014,Brian Kibler,David Ferraro,O
Rochester Dragons,2014,KJ Dziak,Kevin Quinlan,O
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,Greg Wakeman,Maxwell Rick,O
Rochester Dragons,2014,Will Sloane,David Ferraro,O
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,Will Sloane,Maxwell Rick,O
Rochester Dragons,2014,Greg Wakeman,Matt Rybak,O
Rochester Dragons,2014,KJ Dziak,Maxwell Rick,O
Rochester Dragons,2014,KJ Dziak,Kevin Quinlan,O
Rochester Dragons,2014,Will Sloane,Maxwell Rick,O
Rochester Dragons,2014,Brian Kibler,Greg Wakeman,O
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,TJ Burns,Maxwell Rick,O
Rochester Dragons,2014,Greg Wakeman,TJ Burns,O
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,Maxwell Rick,TJ Burns,D
Rochester Dragons,2014,David Ferraro,Matt Rybak,O
Rochester Dragons,2014,Dave Abbott,Thomas Horvath,D
Rochester Dragons,2014,Will Sloane,Maxwell Rick,O
Rochester Dragons,2014,Kevin Quinlan,TJ Burns,O
Rochester Dragons,2014,Kevin Quinlan,Connor Fortin,O
Rochester Dragons,2014,Kevin Quinlan,David Ferraro,O
Rochester Dragons,2014,Dave Abbott,Doug Urbino,D
Rochester Dragons,2014,Matt Rybak,Maxwell Rick,D
Rochester Dragons,2014,Thomas Horvath,Doug Urbino,D
Rochester Dragons,2014,Greg Wakeman,Maxwell Rick,O
Rochester Dragons,2014,Kevin Quinlan,TJ Burns,O
Rochester Dragons,2014,Kevin Quinlan,Connor Fortin,O
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Rochester Dragons,2014,David Ferraro,Kevin Quinlan,O
Rochester Dragons,2014,TJ Burns,Tim Kominos,D
Rochester Dragons,2014,David Ferraro,Connor Fortin,D
Rochester Dragons,2014,Kevin Quinlan,Maxwell Rick,O
Raleigh Flyers,2015,David Snoke,Michael Neve,O
Raleigh Flyers,2015,Brian Casey,Justin Allen,O
Raleigh Flyers,2015,Ben Dieter,Brian Casey,O
Raleigh Flyers,2015,Tristan Green,Roy Matthews,D
Raleigh Flyers,2015,Robert Goode,Drew Chandler,O
Raleigh Flyers,2015,Justin Allen,Robert Goode,O
Raleigh Flyers,2015,Tristan Green,Ben Snell,D
Raleigh Flyers,2015,Dennis Tarasi,Jarrett Bowen,D
Raleigh Flyers,2015,Justin Allen,Jarrett Bowen,O
Raleigh Flyers,2015,Brian Clark,Michael Zhou,D
Raleigh Flyers,2015,Justin Allen,Ben Snell,D
Raleigh Flyers,2015,Dennis Tarasi,Jarrett Bowen,O
Raleigh Flyers,2015,Terrence Mitchell,Brian Casey,D
Raleigh Flyers,2015,Jarrett Bowen,Terrence Mitchell,O
Raleigh Flyers,2015,Terrence Mitchell,Justin Allen,O
Raleigh Flyers,2015,Ben Snell,Drew Chandler,D
Raleigh Flyers,2015,Brian Casey,Justin Allen,O
Raleigh Flyers,2015,Ben Snell,Roy Matthews,D
Raleigh Flyers,2015,Brian Clark,Ben Snell,D
Raleigh Flyers,2015,Dennis Tarasi,Jarrett Bowen,D
Raleigh Flyers,2015,Terrence Mitchell,Ben Dieter,O
Raleigh Flyers,2015,Jarrett Bowen,Robert Goode,O
Raleigh Flyers,2015,Justin Allen,Dennis Tarasi,O
Raleigh Flyers,2015,Drew Chandler,Dennis Tarasi,O
Raleigh Flyers,2015,Ben Snell,Michael Zhou,D
Raleigh Flyers,2015,Ben Snell,Taylor Pope,D
Raleigh Flyers,2015,Tristan Green,Michael Neve,D
Raleigh Flyers,2015,Justin Allen,Dennis Tarasi,O
Raleigh Flyers,2015,Terrence Mitchell,Justin Allen,O
Raleigh Flyers,2015,Ben Dieter,Justin Allen,O
Raleigh Flyers,2015,Tristan Green,Taylor Pope,D
Raleigh Flyers,2015,Jarrett Bowen,Brian Casey,O
Raleigh Flyers,2015,David Snoke,Justin Allen,O
Raleigh Flyers,2015,Ben Dieter,David Snoke,O
Raleigh Flyers,2015,Jarrett Bowen,David Snoke,O
Raleigh Flyers,2015,Justin Allen,Ben Dieter,D
Raleigh Flyers,2015,Justin Allen,Jarrett Bowen,O
Raleigh Flyers,2015,Ben Dieter,Jarrett Bowen,O
