,Year,Name,Teamname,Goals,Catches,Drops,Assists,Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Against,Stalls,Blocks,Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
743,AUDL 2015,Joey Cretella,Raleigh Flyers,9.0,131.0,4.0,18.0,135.0,111.0,18.0,5.0,0.0,1.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.22222222222221,14.555555555555555,7.5,0.13333333333333333,0.02962962962962963,0.0,0.0,0.0
744,AUDL 2015,John Best,Jacksonville Cannons,9.0,331.0,2.0,23.0,416.0,373.0,32.0,11.0,0.0,0.0,0.0,11.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.66346153846155,36.77777777777778,18.08695652173913,0.07692307692307693,0.006006006006006006,0.0,0.0,0.0
745,AUDL 2015,John Carden,Nashville NightWatch,12.0,69.0,2.0,5.0,59.0,54.0,3.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52542372881356,5.75,11.8,0.05084745762711865,0.028169014084507043,0.0,0.0,0.0
749,AUDL 2015,John Norris,Vancouver Riptide,6.0,325.0,1.0,34.0,398.0,369.0,22.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.71356783919597,54.166666666666664,11.705882352941176,0.05527638190954774,0.003067484662576687,0.0,0.0,0.0
753,AUDL 2015,Jon Mast,Pittsburgh Thunderbirds,8.0,358.0,1.0,9.0,483.0,463.0,15.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8592132505176,44.75,53.666666666666664,0.031055900621118012,0.002785515320334262,0.0,0.0,0.0
754,AUDL 2015,Jon Pressimone,DC Breeze,19.0,134.0,1.0,11.0,122.0,101.0,17.0,3.0,0.0,1.0,0.0,6.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.78688524590164,7.052631578947368,11.090909090909092,0.13934426229508196,0.007407407407407408,0.0,0.0,0.0
755,AUDL 2015,Jon Stone,Charlotte Express,13.0,476.0,4.0,19.0,602.0,567.0,28.0,7.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.18604651162791,36.61538461538461,31.68421052631579,0.046511627906976744,0.008333333333333333,0.0,0.0,0.0
756,AUDL 2015,Jonathan Bain,Rochester Dragons,9.0,106.0,2.0,6.0,128.0,116.0,9.0,3.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.625,11.777777777777779,21.333333333333332,0.0703125,0.018518518518518517,0.0,0.0,0.0
758,AUDL 2015,Jonathan Martin,Toronto Rush,34.0,95.0,1.0,16.0,70.0,66.0,3.0,1.0,0.0,0.0,0.0,16.0,0.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.28571428571428,2.7941176470588234,4.375,0.04285714285714286,0.010416666666666666,0.0,0.0,0.0
759,AUDL 2015,Jonathan Nethercutt,Raleigh Flyers,6.0,219.0,2.0,26.0,313.0,284.0,22.0,6.0,0.0,0.0,1.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.73482428115017,36.5,12.038461538461538,0.07028753993610223,0.00904977375565611,0.0,0.0,0.0
762,AUDL 2015,Jordan Jeffery,San Francisco FlameThrowers,10.0,162.0,0.0,24.0,199.0,182.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4572864321608,16.2,8.291666666666666,0.08542713567839195,0.0,0.0,0.0,0.0
763,AUDL 2015,Jordan Marcy,San Jose Spiders,5.0,281.0,1.0,18.0,387.0,368.0,11.0,5.0,277.0,2.0,1.0,5.0,0.0,2.0,0.0,2.0,2.0,4497.200000000002,2735.400000000001,2359.600000000001,128.6,128.6,95.09043927648578,56.2,21.5,0.028423772609819122,0.0035460992907801418,16.235379061371848,64.3,64.3
766,AUDL 2015,Joseph Besser,Detroit Mechanix,6.0,348.0,5.0,23.0,410.0,386.0,17.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.14634146341463,58.0,17.82608695652174,0.041463414634146344,0.014164305949008499,0.0,0.0,0.0
770,AUDL 2015,Josh Moore,Nashville NightWatch,3.0,62.0,3.0,2.0,72.0,62.0,6.0,3.0,0.0,0.0,1.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.11111111111111,20.666666666666668,36.0,0.08333333333333333,0.046153846153846156,0.0,0.0,0.0
771,AUDL 2015,Joshua Ackley,San Diego Growlers,13.0,345.0,1.0,12.0,453.0,428.0,16.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.48123620309052,26.53846153846154,37.75,0.03532008830022075,0.002890173410404624,0.0,0.0,0.0
773,AUDL 2015,Julian Hausman,Seattle Cascades,18.0,114.0,4.0,23.0,121.0,96.0,19.0,6.0,0.0,0.0,0.0,5.0,0.0,51.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33884297520662,6.333333333333333,5.260869565217392,0.15702479338842976,0.03389830508474576,0.0,0.0,0.0
774,AUDL 2015,Justin Allen,Raleigh Flyers,62.0,342.0,5.0,60.0,311.0,263.0,35.0,13.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.56591639871382,5.516129032258065,5.183333333333334,0.11254019292604502,0.01440922190201729,0.0,0.0,0.0
775,AUDL 2015,Justin Goodman,San Diego Growlers,2.0,43.0,1.0,3.0,56.0,51.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07142857142857,21.5,18.666666666666668,0.05357142857142857,0.022727272727272728,0.0,0.0,0.0
776,AUDL 2015,Justin Ilowite,Rochester Dragons,11.0,74.0,0.0,4.0,79.0,60.0,16.0,3.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9493670886076,6.7272727272727275,19.75,0.20253164556962025,0.0,0.0,0.0,0.0
777,AUDL 2015,Justin Lim,Seattle Cascades,9.0,106.0,0.0,10.0,121.0,112.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.56198347107438,11.777777777777779,12.1,0.06611570247933884,0.0,0.0,0.0,0.0
778,AUDL 2015,Justin Norden,San Jose Spiders,5.0,182.0,1.0,13.0,227.0,209.0,14.0,3.0,149.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2354.1000000000004,1410.5000000000002,1212.8000000000002,0.0,0.0,92.07048458149781,36.4,17.46153846153846,0.06167400881057269,0.00546448087431694,15.799328859060406,0.0,0.0
779,AUDL 2015,Kamil Skwarek,New York Empire,3.0,117.0,0.0,8.0,158.0,140.0,13.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.60759493670885,39.0,19.75,0.08227848101265822,0.0,0.0,0.0,0.0
780,AUDL 2015,Karl Loiseau,Ottawa Outlaws,30.0,295.0,5.0,20.0,282.0,255.0,24.0,2.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.42553191489363,9.833333333333334,14.1,0.0851063829787234,0.016666666666666666,0.0,0.0,0.0
781,AUDL 2015,Keegan North,Cincinnati Revolution,6.0,93.0,4.0,13.0,94.0,81.0,10.0,3.0,0.0,0.0,0.0,13.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.17021276595744,15.5,7.230769230769231,0.10638297872340426,0.041237113402061855,0.0,0.0,0.0
782,AUDL 2015,Keenan Plew,Indianapolis AlleyCats,39.0,497.0,7.0,64.0,465.0,434.0,27.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,12.743589743589743,7.265625,0.05806451612903226,0.013888888888888888,0.0,0.0,0.0
784,AUDL 2015,Keith Garner,Madison Radicals,3.0,52.0,0.0,9.0,65.0,61.0,2.0,1.0,18.0,0.0,1.0,2.0,0.0,52.0,1.0,25.0,24.0,152.4,61.3,107.39999999999998,309.6,309.6,93.84615384615384,17.333333333333332,7.222222222222222,0.03076923076923077,0.0,8.466666666666667,12.384,12.9
786,AUDL 2015,Kelsen Alexander,Madison Radicals,7.0,93.0,1.0,5.0,92.0,86.0,6.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,201.7,146.4,65.8,0.0,0.0,93.47826086956522,13.285714285714286,18.4,0.06521739130434782,0.010638297872340425,5.7628571428571425,0.0,0.0
787,AUDL 2015,Ken Alexander,Ottawa Outlaws,24.0,176.0,5.0,25.0,161.0,141.0,16.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5776397515528,7.333333333333333,6.44,0.09937888198757763,0.027624309392265192,0.0,0.0,0.0
788,AUDL 2015,Ken Porter,Charlotte Express,9.0,56.0,3.0,9.0,56.0,43.0,11.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78571428571429,6.222222222222222,6.222222222222222,0.19642857142857142,0.05084745762711865,0.0,0.0,0.0
789,AUDL 2015,Kevin Brown,Madison Radicals,14.0,143.0,2.0,13.0,144.0,126.0,14.0,2.0,39.0,2.0,0.0,16.0,0.0,194.0,7.0,70.0,68.0,627.0999999999999,351.3,340.0,5914.2,5769.099999999999,87.5,10.214285714285714,11.076923076923077,0.09722222222222222,0.013793103448275862,16.079487179487177,84.48857142857143,84.83970588235293
790,AUDL 2015,Kevin Cocks,San Jose Spiders,9.0,95.0,4.0,8.0,89.0,76.0,12.0,0.0,45.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,689.4999999999999,367.9999999999999,276.3,0.0,0.0,85.39325842696628,10.555555555555555,11.125,0.1348314606741573,0.04040404040404041,15.32222222222222,0.0,0.0
791,AUDL 2015,Kevin Coulter,Detroit Mechanix,37.0,221.0,6.0,27.0,201.0,173.0,25.0,3.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06965174129353,5.972972972972973,7.444444444444445,0.12437810945273632,0.02643171806167401,0.0,0.0,0.0
792,AUDL 2015,Kevin Groulx,Montreal Royal,30.0,243.0,7.0,28.0,269.0,216.0,50.0,3.0,0.0,0.0,0.0,31.0,1.0,159.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.29739776951673,8.1,9.607142857142858,0.18587360594795538,0.028,0.0,0.0,0.0
793,AUDL 2015,Kevin Lore,Vancouver Riptide,9.0,159.0,3.0,8.0,231.0,217.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.93939393939394,17.666666666666668,28.875,0.05627705627705628,0.018518518518518517,0.0,0.0,0.0
794,AUDL 2015,Kevin Pettit-Scantling,Madison Radicals,13.0,81.0,0.0,13.0,74.0,65.0,7.0,2.0,16.0,0.0,0.0,13.0,0.0,9.0,0.0,2.0,2.0,176.20000000000002,75.1,122.50000000000001,178.7,178.7,87.83783783783784,6.230769230769231,5.6923076923076925,0.0945945945945946,0.0,11.012500000000001,89.35,89.35
795,AUDL 2015,Kevin Quinlan,Rochester Dragons,14.0,330.0,8.0,49.0,360.0,299.0,46.0,13.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.05555555555556,23.571428571428573,7.346938775510204,0.12777777777777777,0.023668639053254437,0.0,0.0,0.0
796,AUDL 2015,Kevin Smith,San Jose Spiders,4.0,217.0,0.0,35.0,330.0,299.0,27.0,4.0,184.0,0.0,0.0,9.0,0.0,28.0,0.0,21.0,21.0,4115.8,2120.1999999999994,2626.3000000000015,1608.3999999999996,1608.3999999999996,90.6060606060606,54.25,9.428571428571429,0.08181818181818182,0.0,22.368478260869566,76.59047619047617,76.59047619047617
797,AUDL 2015,Kevin Terry,Nashville NightWatch,5.0,519.0,4.0,44.0,640.0,574.0,45.0,20.0,0.0,0.0,1.0,9.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6875,103.8,14.545454545454545,0.0703125,0.0076481835564053535,0.0,0.0,0.0
798,AUDL 2015,Kevin Underhill,Vancouver Riptide,29.0,550.0,1.0,49.0,656.0,610.0,27.0,13.0,0.0,2.0,4.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.98780487804879,18.96551724137931,13.387755102040817,0.041158536585365856,0.0018148820326678765,0.0,0.0,0.0
799,AUDL 2015,Kielan Way,Ottawa Outlaws,31.0,368.0,3.0,43.0,353.0,315.0,32.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.23512747875354,11.870967741935484,8.209302325581396,0.0906515580736544,0.008086253369272238,0.0,0.0,0.0
800,AUDL 2015,Kieran Kelly,Cincinnati Revolution,9.0,255.0,3.0,9.0,255.0,237.0,16.0,1.0,0.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.94117647058823,28.333333333333332,28.333333333333332,0.06274509803921569,0.011627906976744186,0.0,0.0,0.0
801,AUDL 2015,Kinley Gee,Ottawa Outlaws,1.0,51.0,1.0,1.0,56.0,51.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07142857142857,51.0,56.0,0.03571428571428571,0.019230769230769232,0.0,0.0,0.0
803,AUDL 2015,Kory Helms,San Diego Growlers,15.0,118.0,1.0,5.0,102.0,100.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0392156862745,7.866666666666666,20.4,0.0196078431372549,0.008403361344537815,0.0,0.0,0.0
804,AUDL 2015,Kurt Gibson,San Diego Growlers,16.0,234.0,2.0,24.0,275.0,252.0,17.0,4.0,0.0,1.0,1.0,5.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63636363636364,14.625,11.458333333333334,0.06181818181818182,0.00847457627118644,0.0,0.0,0.0
808,AUDL 2015,Kyle Silva,Charlotte Express,26.0,113.0,2.0,3.0,88.0,77.0,8.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,4.346153846153846,29.333333333333332,0.09090909090909091,0.017391304347826087,0.0,0.0,0.0
809,AUDL 2015,Kyle Stapleton,Atlanta Hustle,15.0,374.0,1.0,29.0,525.0,503.0,20.0,2.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.80952380952381,24.933333333333334,18.103448275862068,0.0380952380952381,0.0026666666666666666,0.0,0.0,0.0
810,AUDL 2015,Kyle Wolf,Philadelphia Phoenix,7.0,153.0,3.0,20.0,182.0,154.0,25.0,3.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61538461538461,21.857142857142858,9.1,0.13736263736263737,0.019230769230769232,0.0,0.0,0.0
814,AUDL 2015,Leo Pierson,DC Breeze,7.0,84.0,2.0,4.0,107.0,103.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26168224299066,12.0,26.75,0.037383177570093455,0.023255813953488372,0.0,0.0,0.0
815,AUDL 2015,Leon Forest-Nault,Ottawa Outlaws,23.0,219.0,3.0,10.0,203.0,191.0,10.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.08866995073892,9.521739130434783,20.3,0.04926108374384237,0.013513513513513514,0.0,0.0,0.0
816,AUDL 2015,Levi Jacobs,Indianapolis AlleyCats,24.0,158.0,3.0,28.0,138.0,119.0,15.0,3.0,0.0,1.0,0.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23188405797102,6.583333333333333,4.928571428571429,0.10869565217391304,0.018633540372670808,0.0,0.0,0.0
817,AUDL 2015,Liam Bradford,Toronto Rush,14.0,147.0,2.0,7.0,137.0,122.0,13.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.05109489051095,10.5,19.571428571428573,0.0948905109489051,0.013422818791946308,0.0,0.0,0.0
818,AUDL 2015,Liam Shramko,Minnesota Wind Chill,10.0,70.0,4.0,9.0,61.0,56.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.80327868852459,7.0,6.777777777777778,0.08196721311475409,0.05405405405405406,0.0,0.0,0.0
819,AUDL 2015,Lionel Wininger,New York Empire,2.0,125.0,0.0,14.0,171.0,156.0,12.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.22807017543859,62.5,12.214285714285714,0.07017543859649122,0.0,0.0,0.0,0.0
822,AUDL 2015,Lucas Dallmann,San Francisco FlameThrowers,29.0,195.0,3.0,13.0,177.0,152.0,20.0,5.0,0.0,0.0,0.0,11.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87570621468926,6.724137931034483,13.615384615384615,0.11299435028248588,0.015151515151515152,0.0,0.0,0.0
824,AUDL 2015,Lucas Young,San Francisco FlameThrowers,6.0,154.0,1.0,5.0,187.0,175.0,10.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.58288770053476,25.666666666666668,37.4,0.053475935828877004,0.0064516129032258064,0.0,0.0,0.0
825,AUDL 2015,Ludwig K,New York Empire,6.0,99.0,0.0,10.0,112.0,99.0,12.0,0.0,0.0,0.0,1.0,5.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.39285714285714,16.5,11.2,0.10714285714285714,0.0,0.0,0.0,0.0
826,AUDL 2015,Luis Caballero,Minnesota Wind Chill,1.0,67.0,4.0,8.0,88.0,80.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9090909090909,67.0,11.0,0.07954545454545454,0.056338028169014086,0.0,0.0,0.0
828,AUDL 2015,Mac McClellan,Nashville NightWatch,3.0,55.0,1.0,2.0,61.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.72131147540983,18.333333333333332,30.5,0.03278688524590164,0.017857142857142856,0.0,0.0,0.0
829,AUDL 2015,Malcolm Bryson,Vancouver Riptide,6.0,73.0,2.0,7.0,87.0,80.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.95402298850574,12.166666666666666,12.428571428571429,0.06896551724137931,0.02666666666666667,0.0,0.0,0.0
830,AUDL 2015,Marc Leduc,Vancouver Riptide,19.0,92.0,3.0,8.0,76.0,69.0,6.0,1.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.78947368421053,4.842105263157895,9.5,0.07894736842105263,0.031578947368421054,0.0,0.0,0.0
832,AUDL 2015,Marcelo Sanchez,San Jose Spiders,38.0,377.0,4.0,46.0,356.0,326.0,25.0,2.0,231.0,0.0,3.0,17.0,0.0,1.0,1.0,1.0,0.0,4153.7,2182.999999999999,1845.7000000000012,67.0,0.0,91.57303370786516,9.921052631578947,7.739130434782608,0.0702247191011236,0.010498687664041995,17.98138528138528,67.0,0.0
833,AUDL 2015,Marcus Ranii-Dropcho,Pittsburgh Thunderbirds,9.0,212.0,1.0,37.0,235.0,221.0,8.0,5.0,0.0,1.0,0.0,11.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04255319148936,23.555555555555557,6.351351351351352,0.03404255319148936,0.004694835680751174,0.0,0.0,0.0
834,AUDL 2015,Mario O'Brien,Seattle Cascades,8.0,287.0,4.0,16.0,362.0,335.0,16.0,8.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5414364640884,35.875,22.625,0.04419889502762431,0.013745704467353952,0.0,0.0,0.0
835,AUDL 2015,Mark Elbogen,Los Angeles Aviators,32.0,285.0,3.0,29.0,260.0,227.0,27.0,6.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3076923076923,8.90625,8.96551724137931,0.10384615384615385,0.010416666666666666,0.0,0.0,0.0
836,AUDL 2015,Mark Fedorenko,Pittsburgh Thunderbirds,24.0,151.0,2.0,21.0,166.0,150.0,9.0,5.0,0.0,0.0,2.0,17.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.36144578313254,6.291666666666667,7.904761904761905,0.05421686746987952,0.013071895424836602,0.0,0.0,0.0
837,AUDL 2015,Mark Flores,DC Breeze,23.0,154.0,5.0,19.0,131.0,118.0,12.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.07633587786259,6.695652173913044,6.894736842105263,0.0916030534351145,0.031446540880503145,0.0,0.0,0.0
839,AUDL 2015,Mark Lin,Raleigh Flyers,16.0,93.0,1.0,9.0,77.0,71.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.20779220779221,5.8125,8.555555555555555,0.03896103896103896,0.010638297872340425,0.0,0.0,0.0
840,AUDL 2015,Mark Poole,Atlanta Hustle,11.0,185.0,3.0,16.0,210.0,202.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19047619047619,16.818181818181817,13.125,0.03333333333333333,0.015957446808510637,0.0,0.0,0.0
841,AUDL 2015,Mark Sandberg,Detroit Mechanix,1.0,99.0,1.0,3.0,123.0,116.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3089430894309,99.0,41.0,0.04065040650406504,0.01,0.0,0.0,0.0
843,AUDL 2015,Mason Gardner,Charlotte Express,7.0,70.0,1.0,4.0,90.0,80.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,154.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,10.0,22.5,0.1111111111111111,0.014084507042253521,0.0,0.0,0.0
844,AUDL 2015,Matt Auletta,New York Empire,23.0,407.0,4.0,30.0,452.0,416.0,28.0,6.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.03539823008849,17.695652173913043,15.066666666666666,0.061946902654867256,0.009732360097323601,0.0,0.0,0.0
845,AUDL 2015,Matt Baum,New York Empire,2.0,77.0,2.0,8.0,115.0,94.0,20.0,1.0,0.0,0.0,0.0,2.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73913043478261,38.5,14.375,0.17391304347826086,0.02531645569620253,0.0,0.0,0.0
846,AUDL 2015,Matt Bode,Jacksonville Cannons,20.0,218.0,0.0,19.0,250.0,244.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,10.9,13.157894736842104,0.02,0.0,0.0,0.0,0.0
847,AUDL 2015,Matt Cameron,Rochester Dragons,44.0,235.0,5.0,12.0,194.0,182.0,11.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.81443298969072,5.340909090909091,16.166666666666668,0.05670103092783505,0.020833333333333332,0.0,0.0,0.0
849,AUDL 2015,Matt Goodkey,Ottawa Outlaws,2.0,56.0,0.0,6.0,58.0,45.0,7.0,4.0,0.0,1.0,1.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.58620689655173,28.0,9.666666666666666,0.1206896551724138,0.0,0.0,0.0,0.0
850,AUDL 2015,Matt Jaffe,San Jose Spiders,3.0,50.0,0.0,5.0,57.0,53.0,4.0,0.0,40.0,0.0,0.0,6.0,0.0,10.0,1.0,9.0,8.0,594.6,446.79999999999995,115.8,658.5,597.6,92.98245614035088,16.666666666666668,11.4,0.07017543859649122,0.0,14.865,73.16666666666667,74.7
851,AUDL 2015,Matt Kerrigan,DC Breeze,37.0,320.0,3.0,33.0,297.0,278.0,14.0,1.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.60269360269359,8.64864864864865,9.0,0.04713804713804714,0.009287925696594427,0.0,0.0,0.0
852,AUDL 2015,Matt LeMar,New York Empire,12.0,164.0,1.0,24.0,190.0,169.0,20.0,1.0,0.0,0.0,0.0,8.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.94736842105263,13.666666666666666,7.916666666666667,0.10526315789473684,0.006060606060606061,0.0,0.0,0.0
853,AUDL 2015,Matt Michelson,Philadelphia Phoenix,16.0,61.0,2.0,15.0,56.0,41.0,12.0,3.0,0.0,0.0,0.0,11.0,0.0,132.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.21428571428571,3.8125,3.7333333333333334,0.21428571428571427,0.031746031746031744,0.0,0.0,0.0
854,AUDL 2015,Matt Parisi,San Diego Growlers,15.0,91.0,1.0,9.0,77.0,72.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5064935064935,6.066666666666666,8.555555555555555,0.06493506493506493,0.010869565217391304,0.0,0.0,0.0
855,AUDL 2015,Matt Rehder,Seattle Cascades,42.0,180.0,5.0,24.0,147.0,130.0,13.0,3.0,0.0,1.0,0.0,21.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.43537414965986,4.285714285714286,6.125,0.08843537414965986,0.02702702702702703,0.0,0.0,0.0
