,Away Team,Away Team Score,Date Location,Home Team,Home Team Score,Matchup Link,Year,Date,Time,City,Week,UniversalGameID
637,New York Empire,19,"Sat, 7/2 4:30 PM EDT Ottawa",Ottawa Outlaws,24,/league/game/2016-07-02-NY-OTT,2016,2016-07-02,4:30 PM EDT,Ottawa,14,637
638,Charlotte Express,15,"Sat, 7/2 6:00 PM CDT Nashville",Nashville Nightwatch,19,/league/game/2016-07-02-CHA-NSH,2016,2016-07-02,6:00 PM CDT,Nashville,14,638
639,San Jose Spiders,21,"Sat, 7/2 6:15 PM PDT San Diego",San Diego Growlers,32,/league/game/2016-07-02-SJ-SD,2016,2016-07-02,6:15 PM PDT,San Diego,14,639
640,Dallas Roughnecks,26,"Sat, 7/2 6:30 PM CDT Austin",Austin Sol,22,/league/game/2016-07-02-DAL-AUS,2016,2016-07-02,6:30 PM CDT,Austin,14,640
641,Toronto Rush,29,"Sat, 7/2 7:00 PM EDT Montreal",Montreal Royal,18,/league/game/2016-07-02-TOR-MTL,2016,2016-07-02,7:00 PM EDT,Montreal,14,641
642,Cincinnati Revolution,21,"Sat, 7/2 7:00 PM CDT Minnesota",Minnesota Wind Chill,28,/league/game/2016-07-02-CIN-MIN,2016,2016-07-02,7:00 PM CDT,Minnesota,14,642
643,Vancouver Riptide,26,"Sat, 7/2 7:30 PM PDT LA",Los Angeles Aviators,28,/league/game/2016-07-02-VAN-LA,2016,2016-07-02,7:30 PM PDT,LA,14,643
644,Pittsburgh Thunderbirds,31,"Sat, 7/2 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,26,/league/game/2016-07-02-PIT-IND,2016,2016-07-02,7:30 PM EDT,Indianapolis,14,644
645,New York Empire,20,"Sun, 7/3 2:00 PM EDT Toronto",Toronto Rush,22,/league/game/2016-07-03-NY-TOR,2016,2016-07-03,2:00 PM EDT,Toronto,14,645
646,Madison Radicals,19,"Fri, 7/8 7:00 PM CDT Chicago",Chicago Wildfire,16,/league/game/2016-07-08-MAD-CHI,2016,2016-07-08,7:00 PM CDT,Chicago,15,646
647,Raleigh Flyers,22,"Sat, 7/9 7:00 PM CDT Dallas",Dallas Roughnecks,27,/league/game/2016-07-09-RAL-DAL,2016,2016-07-09,7:00 PM CDT,Dallas,15,652
648,San Diego Growlers,24,"Sat, 7/9 7:30 PM PDT LA",Los Angeles Aviators,30,/league/game/2016-07-09-SD-LA,2016,2016-07-09,7:30 PM PDT,LA,15,653
649,Minnesota Wind Chill,21,"Sat, 7/9 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,29,/league/game/2016-07-09-MIN-PIT,2016,2016-07-09,7:00 PM EDT,Pittsburgh,15,651
650,Philadelphia Phoenix,16,"Sat, 7/9 6:00 PM EDT Ottawa",Ottawa Outlaws,37,/league/game/2016-07-09-PHI-OTT,2016,2016-07-09,6:00 PM EDT,Ottawa,15,649
651,Tampa Bay Cannons,26,"Sat, 7/9 6:00 PM CDT Nashville",Nashville Nightwatch,30,/league/game/2016-07-09-JAX-NSH,2016,2016-07-09,6:00 PM CDT,Nashville,15,648
652,Vancouver Riptide,27,"Sat, 7/9 6:30 PM PDT Seattle",Seattle Cascades,31,/league/game/2016-07-09-VAN-SEA,2016,2016-07-09,6:30 PM PDT,Seattle,15,650
653,San Jose Spiders,20,"Sat, 7/9 6:00 PM PDT San Francisco",San Francisco FlameThrowers,27,/league/game/2016-07-09-SJ-SF,2016,2016-07-09,6:00 PM PDT,San Francisco,15,647
654,Indianapolis AlleyCats,17,"Sun, 7/10 12:00 PM CDT Madison",Madison Radicals,23,/league/game/2016-07-10-IND-MAD,2016,2016-07-10,12:00 PM CDT,Madison,15,654
655,Raleigh Flyers,12,"Sun, 7/10 12:30 PM CDT Austin",Austin Sol,33,/league/game/2016-07-10-RAL-AUS,2016,2016-07-10,12:30 PM CDT,Austin,15,655
656,Philadelphia Phoenix,19,"Sun, 7/10 1:00 PM EDT Montreal",Montreal Royal,27,/league/game/2016-07-10-PHI-MTL,2016,2016-07-10,1:00 PM EDT,Montreal,15,656
657,Minnesota Wind Chill,20,"Sun, 7/10 3:00 PM EDT Detroit",Detroit Mechanix,19,/league/game/2016-07-10-MIN-DET,2016,2016-07-10,3:00 PM EDT,Detroit,15,657
658,Tampa Bay Cannons,26,"Sun, 7/10 5:00 PM EDT Atlanta",Atlanta Hustle,27,/league/game/2016-07-10-JAX-ATL,2016,2016-07-10,5:00 PM EDT,Atlanta,15,658
659,Minnesota Wind Chill,18,"Sat, 7/16 7:00 PM CDT Pittsburgh",Pittsburgh Thunderbirds,20,/league/game/2016-07-16-MIN-PIT,2016,2016-07-16,7:00 PM CDT,Pittsburgh,16,661
660,Seattle Cascades,31,"Sat, 7/16 7:00 PM PDT LA",Los Angeles Aviators,23,/league/game/2016-07-16-SEA-LA,2016,2016-07-16,7:00 PM PDT,LA,16,659
661,New York Empire,20,"Sat, 7/16 7:00 PM EDT DC",DC Breeze,24,/league/game/2016-07-16-NY-DC,2016,2016-07-16,7:00 PM EDT,DC,16,660
662,Seattle Cascades,23,"Sun, 7/17 7:00 PM PDT San Francisco",San Francisco FlameThrowers,17,/league/game/2016-07-17-SEA-SF,2016,2016-07-17,7:00 PM PDT,San Francisco,16,662
663,Atlanta Hustle,25,"Sun, 7/17 7:00 PM CDT Raleigh",Raleigh Flyers,23,/league/game/2016-07-17-ATL-RAL,2016,2016-07-17,7:00 PM CDT,Raleigh,16,663
664,Atlanta Hustle,21,"Sat, 7/23 7:00 PM CDT Dallas",Dallas Roughnecks,28,/league/game/2016-07-23-ATL-DAL,2016,2016-07-23,7:00 PM CDT,Dallas,17,666
665,DC Breeze,21,"Sat, 7/23 5:00 PM EDT Toronto",Toronto Rush,23,/league/game/2016-07-23-DC-TOR,2016,2016-07-23,5:00 PM EDT,Toronto,17,664
666,Pittsburgh Thunderbirds,16,"Sat, 7/23 6:00 PM CDT Madison",Madison Radicals,20,/league/game/2016-07-23-PIT-MAD,2016,2016-07-23,6:00 PM CDT,Madison,17,665
667,Seattle Cascades,26,"Sat, 8/6 7:00 PM CDT Madison",Madison Radicals,25,/league/game/2016-08-06-SEA-MAD,2016,2016-08-06,7:00 PM CDT,Madison,19,668
668,Toronto Rush,20,"Sat, 8/6 4:00 PM CDT Dallas",Dallas Roughnecks,27,/league/game/2016-08-06-TOR-DAL,2016,2016-08-06,4:00 PM CDT,Dallas,19,667
669,Seattle Cascades,27,"Sun, 8/7 12:00 PM CDT Dallas",Dallas Roughnecks,33,/league/game/2016-08-07-SEA-DAL,2016,2016-08-07,12:00 PM CDT,Dallas,19,669
670,San Jose Spiders,29,"Sat, 4/1 6:00 PM PDT San Francisco",San Francisco FlameThrowers,34,/league/game/2017-04-01-SJ-SF,2017,2017-04-01,6:00 PM PDT,San Francisco,1,670
671,Los Angeles Aviators,31,"Sat, 4/1 6:30 PM PDT San Diego",San Diego Growlers,26,/league/game/2017-04-01-LA-SD,2017,2017-04-01,6:30 PM PDT,San Diego,1,671
672,Atlanta Hustle,19,"Sat, 4/1 6:30 PM EDT Raleigh",Raleigh Flyers,27,/league/game/2017-04-01-ATL-RAL,2017,2017-04-01,6:30 PM EDT,Raleigh,1,672
673,Austin Sol,17,"Sat, 4/1 7:00 PM CDT Dallas",Dallas Roughnecks,21,/league/game/2017-04-01-AUS-DAL,2017,2017-04-01,7:00 PM CDT,Dallas,1,673
674,Nashville Nightwatch,23,"Sat, 4/1 7:00 PM EDT Jacksonville",Tampa Bay Cannons,40,/league/game/2017-04-01-NSH-JAX,2017,2017-04-01,7:00 PM EDT,Jacksonville,1,674
675,Vancouver Riptide,18,"Sat, 4/1 7:00 PM PDT Seattle",Seattle Cascades,29,/league/game/2017-04-01-VAN-SEA,2017,2017-04-01,7:00 PM PDT,Seattle,1,675
676,Madison Radicals,24,"Sun, 4/2 4:30 PM EDT Indianapolis",Indianapolis AlleyCats,19,/league/game/2017-04-02-MAD-IND,2017,2017-04-02,4:30 PM EDT,Indianapolis,1,676
677,Toronto Rush,22,"Sat, 4/8 4:30 PM EDT New York",New York Empire,17,/league/game/2017-04-08-TOR-NY,2017,2017-04-08,4:30 PM EDT,New York,2,677
678,San Francisco FlameThrowers,22,"Sat, 4/8 7:00 PM PDT San Jose",San Jose Spiders,24,/league/game/2017-04-08-SF-SJ,2017,2017-04-08,7:00 PM PDT,San Jose,2,678
679,Raleigh Flyers,26,"Sat, 4/8 7:00 PM CDT Austin",Austin Sol,19,/league/game/2017-04-08-RAL-AUS,2017,2017-04-08,7:00 PM CDT,Austin,2,679
680,Detroit Mechanix,15,"Sat, 4/8 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,25,/league/game/2017-04-08-DET-IND,2017,2017-04-08,7:30 PM EDT,Indianapolis,2,680
681,Raleigh Flyers,18,"Sun, 4/9 1:00 PM CDT Dallas",Dallas Roughnecks,33,/league/game/2017-04-09-RAL-DAL,2017,2017-04-09,1:00 PM CDT,Dallas,2,681
682,Vancouver Riptide,18,"Sun, 4/9 1:30 PM PDT LA",Los Angeles Aviators,21,/league/game/2017-04-09-VAN-LA,2017,2017-04-09,1:30 PM PDT,LA,2,682
683,Toronto Rush,21,"Sun, 4/9 2:00 PM EDT DC",DC Breeze,32,/league/game/2017-04-09-TOR-DC,2017,2017-04-09,2:00 PM EDT,DC,2,683
684,Raleigh Flyers,25,"Sat, 4/15 7:00 PM EDT Jacksonville",Tampa Bay Cannons,18,/league/game/2017-04-15-RAL-JAX,2017,2017-04-15,7:00 PM EDT,Jacksonville,3,685
685,Atlanta Hustle,37,"Sat, 4/15 6:00 PM CDT Nashville",Nashville Nightwatch,27,/league/game/2017-04-15-ATL-NSH,2017,2017-04-15,6:00 PM CDT,Nashville,3,684
686,San Diego Growlers,25,"Fri, 4/21 7:30 PM PDT San Jose",San Jose Spiders,30,/league/game/2017-04-21-SD-SJ,2017,2017-04-21,7:30 PM PDT,San Jose,4,686
687,Tampa Bay Cannons,27,"Sat, 4/22 7:00 PM EDT Atlanta",Atlanta Hustle,25,/league/game/2017-04-22-JAX-ATL,2017,2017-04-22,7:00 PM EDT,Atlanta,4,694
688,DC Breeze,21,"Sat, 4/22 7:00 PM EDT Raleigh",Raleigh Flyers,23,/league/game/2017-04-22-DC-RAL,2017,2017-04-22,7:00 PM EDT,Raleigh,4,692
689,Dallas Roughnecks,30,"Sat, 4/22 7:00 PM CDT Austin",Austin Sol,24,/league/game/2017-04-22-DAL-AUS,2017,2017-04-22,7:00 PM CDT,Austin,4,691
690,Chicago Wildfire,22,"Sat, 4/22 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,30,/league/game/2017-04-22-CHI-PIT,2017,2017-04-22,7:00 PM EDT,Pittsburgh,4,693
691,San Diego Growlers,19,"Sat, 4/22 6:00 PM PDT San Francisco",San Francisco FlameThrowers,28,/league/game/2017-04-22-SD-SF,2017,2017-04-22,6:00 PM PDT,San Francisco,4,689
692,Seattle Cascades,27,"Sat, 4/22 6:00 PM PDT Vancouver",Vancouver Riptide,24,/league/game/2017-04-22-SEA-VAN,2017,2017-04-22,6:00 PM PDT,Vancouver,4,688
693,Indianapolis AlleyCats,16,"Sat, 4/22 6:00 PM CDT Minnesota",Minnesota Wind Chill,26,/league/game/2017-04-22-IND-MIN,2017,2017-04-22,6:00 PM CDT,Minnesota,4,687
694,Montreal Royal,24,"Sat, 4/22 6:30 PM EDT Philadelphia",Philadelphia Phoenix,23,/league/game/2017-04-22-MTL-PHI,2017,2017-04-22,6:30 PM EDT,Philadelphia,4,690
695,Tampa Bay Cannons,14,"Sun, 4/23 12:00 PM CDT Nashville",Nashville Nightwatch,11,/league/game/2017-04-23-JAX-NSH,2017,2017-04-23,12:00 PM CDT,Nashville,4,695
696,Montreal Royal,8,"Sun, 4/23 1:00 PM EDT New York",New York Empire,21,/league/game/2017-04-23-MTL-NY,2017,2017-04-23,1:00 PM EDT,New York,4,696
697,San Jose Spiders,27,"Fri, 4/28 7:00 PM PDT Seattle",Seattle Cascades,26,/league/game/2017-04-28-SJ-SEA,2017,2017-04-28,7:00 PM PDT,Seattle,5,697
698,Ottawa Outlaws,24,"Sat, 4/29 6:30 PM EDT DC",DC Breeze,29,/league/game/2017-04-29-OTT-DC,2017,2017-04-29,6:30 PM EDT,DC,5,704
699,Austin Sol,23,"Sat, 4/29 7:00 PM EDT Raleigh",Raleigh Flyers,28,/league/game/2017-04-29-AUS-RAL,2017,2017-04-29,7:00 PM EDT,Raleigh,5,707
700,San Francisco FlameThrowers,26,"Sat, 4/29 7:00 PM PDT LA",Los Angeles Aviators,22,/league/game/2017-04-29-SF-LA,2017,2017-04-29,7:00 PM PDT,LA,5,706
701,Indianapolis AlleyCats,25,"Sat, 4/29 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,26,/league/game/2017-04-29-IND-PIT,2017,2017-04-29,7:00 PM EDT,Pittsburgh,5,705
702,Dallas Roughnecks,27,"Sat, 4/29 6:00 PM CDT Nashville",Nashville Nightwatch,8,/league/game/2017-04-29-DAL-NSH,2017,2017-04-29,6:00 PM CDT,Nashville,5,702
703,Montreal Royal,22,"Sat, 4/29 4:00 PM EDT Toronto",Toronto Rush,19,/league/game/2017-04-29-MTL-TOR,2017,2017-04-29,4:00 PM EDT,Toronto,5,699
704,Madison Radicals,20,"Sat, 4/29 6:00 PM CDT Minnesota",Minnesota Wind Chill,22,/league/game/2017-04-29-MAD-MIN,2017,2017-04-29,6:00 PM CDT,Minnesota,5,701
705,Philadelphia Phoenix,13,"Sat, 4/29 4:30 PM EDT New York",New York Empire,18,/league/game/2017-04-29-PHI-NY,2017,2017-04-29,4:30 PM EDT,New York,5,700
706,Chicago Wildfire,14,"Sat, 4/29 4:00 PM EDT Detroit",Detroit Mechanix,23,/league/game/2017-04-29-CHI-DET,2017,2017-04-29,4:00 PM EDT,Detroit,5,698
707,San Jose Spiders,28,"Sat, 4/29 6:00 PM PDT Vancouver",Vancouver Riptide,22,/league/game/2017-04-29-SJ-VAN,2017,2017-04-29,6:00 PM PDT,Vancouver,5,703
708,Austin Sol,22,"Sun, 4/30 1:00 PM EDT Jacksonville",Tampa Bay Cannons,30,/league/game/2017-04-30-AUS-JAX,2017,2017-04-30,1:00 PM EDT,Jacksonville,5,708
709,San Francisco FlameThrowers,21,"Sun, 4/30 1:00 PM PDT San Diego",San Diego Growlers,20,/league/game/2017-04-30-SF-SD,2017,2017-04-30,1:00 PM PDT,San Diego,5,709
710,Dallas Roughnecks,29,"Sun, 4/30 4:00 PM EDT Atlanta",Atlanta Hustle,24,/league/game/2017-04-30-DAL-ATL,2017,2017-04-30,4:00 PM EDT,Atlanta,5,710
711,Ottawa Outlaws,29,"Sun, 4/30 7:00 PM EDT Philadelphia",Philadelphia Phoenix,26,/league/game/2017-04-30-OTT-PHI,2017,2017-04-30,7:00 PM EDT,Philadelphia,5,711
712,Vancouver Riptide,14,"Sat, 5/6 6:30 PM PDT San Diego",San Diego Growlers,22,/league/game/2017-05-06-VAN-SD,2017,2017-05-06,6:30 PM PDT,San Diego,6,716
713,New York Empire,21,"Sat, 5/6 6:30 PM EDT DC",DC Breeze,22,/league/game/2017-05-06-NY-DC,2017,2017-05-06,6:30 PM EDT,DC,6,717
714,Pittsburgh Thunderbirds,24,"Sat, 5/6 6:00 PM PDT Seattle",Seattle Cascades,26,/league/game/2017-05-06-PIT-SEA,2017,2017-05-06,6:00 PM PDT,Seattle,6,715
715,Nashville Nightwatch,23,"Sat, 5/6 7:00 PM CDT Dallas",Dallas Roughnecks,32,/league/game/2017-05-06-NSH-DAL,2017,2017-05-06,7:00 PM CDT,Dallas,6,718
716,Indianapolis AlleyCats,25,"Sat, 5/6 5:30 PM CDT Minnesota",Minnesota Wind Chill,28,/league/game/2017-05-06-IND-MIN,2017,2017-05-06,5:30 PM CDT,Minnesota,6,713
717,Toronto Rush,24,"Sat, 5/6 4:00 PM EDT Ottawa",Ottawa Outlaws,21,/league/game/2017-05-06-TOR-OTT,2017,2017-05-06,4:00 PM EDT,Ottawa,6,712
718,Chicago Wildfire,16,"Sat, 5/6 6:00 PM CDT Madison",Madison Radicals,18,/league/game/2017-05-06-CHI-MAD,2017,2017-05-06,6:00 PM CDT,Madison,6,714
719,Vancouver Riptide,18,"Sun, 5/7 1:30 PM PDT LA",Los Angeles Aviators,23,/league/game/2017-05-07-VAN-LA,2017,2017-05-07,1:30 PM PDT,LA,6,721
720,Nashville Nightwatch,11,"Sun, 5/7 12:00 PM CDT Austin",Austin Sol,31,/league/game/2017-05-07-NSH-AUS,2017,2017-05-07,12:00 PM CDT,Austin,6,719
721,Toronto Rush,24,"Sun, 5/7 1:00 PM EDT Montreal",Montreal Royal,17,/league/game/2017-05-07-TOR-MTL,2017,2017-05-07,1:00 PM EDT,Montreal,6,720
722,Dallas Roughnecks,22,"Fri, 5/12 7:30 PM EDT Jacksonville",Tampa Bay Cannons,24,/league/game/2017-05-12-DAL-JAX,2017,2017-05-12,7:30 PM EDT,Jacksonville,7,722
723,DC Breeze,20,"Sat, 5/13 5:00 PM EDT Toronto",Toronto Rush,26,/league/game/2017-05-13-DC-TOR,2017,2017-05-13,5:00 PM EDT,Toronto,7,723
724,Seattle Cascades,28,"Sat, 5/13 6:00 PM PDT San Francisco",San Francisco FlameThrowers,27,/league/game/2017-05-13-SEA-SF,2017,2017-05-13,6:00 PM PDT,San Francisco,7,724
725,San Diego Growlers,26,"Sat, 5/13 6:00 PM PDT Vancouver",Vancouver Riptide,27,/league/game/2017-05-13-SD-VAN,2017,2017-05-13,6:00 PM PDT,Vancouver,7,725
726,Philadelphia Phoenix,21,"Sat, 5/13 6:00 PM EDT Ottawa",Ottawa Outlaws,25,/league/game/2017-05-13-PHI-OTT,2017,2017-05-13,6:00 PM EDT,Ottawa,7,726
727,Dallas Roughnecks,25,"Sat, 5/13 7:00 PM EDT Raleigh",Raleigh Flyers,32,/league/game/2017-05-13-DAL-RAL,2017,2017-05-13,7:00 PM EDT,Raleigh,7,727
728,Los Angeles Aviators,22,"Sat, 5/13 7:00 PM PDT San Jose",San Jose Spiders,28,/league/game/2017-05-13-LA-SJ,2017,2017-05-13,7:00 PM PDT,San Jose,7,728
729,Minnesota Wind Chill,20,"Sat, 5/13 7:00 PM EDT Chicago",Chicago Wildfire,17,/league/game/2017-05-13-MIN-CHI,2017,2017-05-13,7:00 PM EDT,Chicago,7,729
730,Los Angeles Aviators,22,"Sat, 5/13 7:00 PM PDT San Jose",San Jose Spiders,28,/league/game/2017-05-13-LA-SJ,2017,2017-05-13,7:00 PM PDT,San Jose,7,730
731,Madison Radicals,23,"Sat, 5/13 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,20,/league/game/2017-05-13-MAD-IND,2017,2017-05-13,7:30 PM EDT,Indianapolis,7,731
732,Minnesota Wind Chill,22,"Sun, 5/14 1:00 PM EDT Detroit",Detroit Mechanix,19,/league/game/2017-05-14-MIN-DET,2017,2017-05-14,1:00 PM EDT,Detroit,7,732
733,Philadelphia Phoenix,26,"Sun, 5/14 1:00 PM EDT Montreal",Montreal Royal,25,/league/game/2017-05-14-PHI-MTL,2017,2017-05-14,1:00 PM EDT,Montreal,7,733
734,Vancouver Riptide,18,"Sat, 5/20 7:00 PM PDT San Jose",San Jose Spiders,19,/league/game/2017-05-20-VAN-SJ,2017,2017-05-20,7:00 PM PDT,San Jose,8,739
735,Montreal Royal,20,"Sat, 5/20 6:30 PM EDT DC",DC Breeze,23,/league/game/2017-05-20-MTL-DC,2017,2017-05-20,6:30 PM EDT,DC,8,737
736,Raleigh Flyers,21,"Sat, 5/20 7:00 PM EDT Jacksonville",Tampa Bay Cannons,20,/league/game/2017-05-20-RAL-JAX,2017,2017-05-20,7:00 PM EDT,Jacksonville,8,738
737,Pittsburgh Thunderbirds,25,"Sat, 5/20 6:00 PM CDT Madison",Madison Radicals,31,/league/game/2017-05-20-PIT-MAD,2017,2017-05-20,6:00 PM CDT,Madison,8,735
738,Detroit Mechanix,17,"Sat, 5/20 5:30 PM CDT Minnesota",Minnesota Wind Chill,26,/league/game/2017-05-20-DET-MIN,2017,2017-05-20,5:30 PM CDT,Minnesota,8,734
739,Atlanta Hustle,28,"Sat, 5/20 6:00 PM CDT Austin",Austin Sol,27,/league/game/2017-05-20-ATL-AUS,2017,2017-05-20,6:00 PM CDT,Austin,8,736
740,Vancouver Riptide,20,"Sun, 5/21 1:00 PM PDT San Francisco",San Francisco FlameThrowers,33,/league/game/2017-05-21-VAN-SF,2017,2017-05-21,1:00 PM PDT,San Francisco,8,740
741,Atlanta Hustle,18,"Sun, 5/21 1:00 PM CDT Dallas",Dallas Roughnecks,26,/league/game/2017-05-21-ATL-DAL,2017,2017-05-21,1:00 PM CDT,Dallas,8,741
742,Montreal Royal,19,"Sun, 5/21 4:00 PM EDT New York",New York Empire,16,/league/game/2017-05-21-MTL-NY,2017,2017-05-21,4:00 PM EDT,New York,8,742
743,Detroit Mechanix,12,"Sun, 5/21 7:00 PM EDT Chicago",Chicago Wildfire,22,/league/game/2017-05-21-DET-CHI,2017,2017-05-21,7:00 PM EDT,Chicago,8,743
744,San Diego Growlers,24,"Sat, 5/27 7:00 PM PDT LA",Los Angeles Aviators,23,/league/game/2017-05-27-SD-LA,2017,2017-05-27,7:00 PM PDT,LA,9,749
745,Tampa Bay Cannons,23,"Sat, 5/27 7:00 PM EDT Atlanta",Atlanta Hustle,20,/league/game/2017-05-27-JAX-ATL,2017,2017-05-27,7:00 PM EDT,Atlanta,9,748
746,Chicago Wildfire,20,"Sat, 5/27 6:00 PM CDT Madison",Madison Radicals,21,/league/game/2017-05-27-CHI-MAD,2017,2017-05-27,6:00 PM CDT,Madison,9,747
747,Philadelphia Phoenix,18,"Sat, 5/27 5:00 PM EDT Toronto",Toronto Rush,31,/league/game/2017-05-27-PHI-TOR,2017,2017-05-27,5:00 PM EDT,Toronto,9,746
748,DC Breeze,28,"Sat, 5/27 1:00 PM EDT New York",New York Empire,25,/league/game/2017-05-27-DC-NY,2017,2017-05-27,1:00 PM EDT,New York,9,744
749,Pittsburgh Thunderbirds,23,"Sat, 5/27 4:00 PM EDT Detroit",Detroit Mechanix,21,/league/game/2017-05-27-PIT-DET,2017,2017-05-27,4:00 PM EDT,Detroit,9,745
750,Chicago Wildfire,20,"Sun, 5/28 2:00 PM CDT Minnesota",Minnesota Wind Chill,23,/league/game/2017-05-28-CHI-MIN,2017,2017-05-28,2:00 PM CDT,Minnesota,9,750
751,Philadelphia Phoenix,21,"Sun, 5/28 3:00 PM EDT Montreal",Montreal Royal,23,/league/game/2017-05-28-PHI-MTL,2017,2017-05-28,3:00 PM EDT,Montreal,9,751
752,Montreal Royal,31,"Fri, 6/2 7:00 PM EDT Ottawa",Ottawa Outlaws,22,/league/game/2017-06-02-MTL-OTT,2017,2017-06-02,7:00 PM EDT,Ottawa,10,752
753,Los Angeles Aviators,28,"Sat, 6/3 7:00 PM PDT San Jose",San Jose Spiders,23,/league/game/2017-06-03-LA-SJ,2017,2017-06-03,7:00 PM PDT,San Jose,10,759
754,Pittsburgh Thunderbirds,21,"Sat, 6/3 8:00 PM EDT Chicago",Chicago Wildfire,22,/league/game/2017-06-03-PIT-CHI,2017,2017-06-03,8:00 PM EDT,Chicago,10,761
755,Tampa Bay Cannons,26,"Sat, 6/3 7:00 PM EDT Raleigh",Raleigh Flyers,27,/league/game/2017-06-03-JAX-RAL,2017,2017-06-03,7:00 PM EDT,Raleigh,10,760
756,DC Breeze,21,"Sat, 6/3 6:30 PM EDT Philadelphia",Philadelphia Phoenix,22,/league/game/2017-06-03-DC-PHI,2017,2017-06-03,6:30 PM EDT,Philadelphia,10,758
757,San Diego Growlers,25,"Sat, 6/3 6:00 PM PDT Vancouver",Vancouver Riptide,23,/league/game/2017-06-03-SD-VAN,2017,2017-06-03,6:00 PM PDT,Vancouver,10,756
758,Dallas Roughnecks,23,"Sat, 6/3 6:00 PM CDT Madison",Madison Radicals,17,/league/game/2017-06-03-DAL-MAD,2017,2017-06-03,6:00 PM CDT,Madison,10,755
759,Ottawa Outlaws,23,"Sat, 6/3 5:00 PM EDT Toronto",Toronto Rush,33,/league/game/2017-06-03-OTT-TOR,2017,2017-06-03,5:00 PM EDT,Toronto,10,754
760,Indianapolis AlleyCats,32,"Sat, 6/3 4:00 PM EDT Detroit",Detroit Mechanix,23,/league/game/2017-06-03-IND-DET,2017,2017-06-03,4:00 PM EDT,Detroit,10,753
761,Austin Sol,28,"Sat, 6/3 6:00 PM CDT Nashville",Nashville Nightwatch,24,/league/game/2017-06-03-AUS-NSH,2017,2017-06-03,6:00 PM CDT,Nashville,10,757
762,San Diego Growlers,22,"Sun, 6/4 1:00 PM PDT Seattle",Seattle Cascades,19,/league/game/2017-06-04-SD-SEA,2017,2017-06-04,1:00 PM PDT,Seattle,10,762
763,Los Angeles Aviators,24,"Sun, 6/4 1:30 PM PDT San Francisco",San Francisco FlameThrowers,30,/league/game/2017-06-04-LA-SF,2017,2017-06-04,1:30 PM PDT,San Francisco,10,763
764,Pittsburgh Thunderbirds,28,"Sun, 6/4 4:30 PM EDT Indianapolis",Indianapolis AlleyCats,26,/league/game/2017-06-04-PIT-IND,2017,2017-06-04,4:30 PM EDT,Indianapolis,10,764
765,Austin Sol,24,"Sun, 6/4 5:00 PM EDT Atlanta",Atlanta Hustle,27,/league/game/2017-06-04-AUS-ATL,2017,2017-06-04,5:00 PM EDT,Atlanta,10,765
766,New York Empire,17,"Sun, 6/4 5:30 PM EDT DC",DC Breeze,18,/league/game/2017-06-04-NY-DC,2017,2017-06-04,5:30 PM EDT,DC,10,766
767,Seattle Cascades,20,"Fri, 6/9 7:00 PM PDT San Diego",San Diego Growlers,21,/league/game/2017-06-09-SEA-SD,2017,2017-06-09,7:00 PM PDT,San Diego,11,767
768,Toronto Rush,35,"Sat, 6/10 7:00 PM EDT Philadelphia",Philadelphia Phoenix,28,/league/game/2017-06-10-TOR-PHI,2017,2017-06-10,7:00 PM EDT,Philadelphia,11,774
769,Ottawa Outlaws,13,"Sat, 6/10 7:00 PM EDT Montreal",Montreal Royal,16,/league/game/2017-06-10-OTT-MTL,2017,2017-06-10,7:00 PM EDT,Montreal,11,772
770,Madison Radicals,23,"Sat, 6/10 7:00 PM CDT Minnesota",Minnesota Wind Chill,22,/league/game/2017-06-10-MAD-MIN,2017,2017-06-10,7:00 PM CDT,Minnesota,11,771
771,Seattle Cascades,20,"Sat, 6/10 7:00 PM PDT LA",Los Angeles Aviators,25,/league/game/2017-06-10-SEA-LA,2017,2017-06-10,7:00 PM PDT,LA,11,773
772,Atlanta Hustle,23,"Sat, 6/10 7:00 PM EDT Jacksonville",Tampa Bay Cannons,27,/league/game/2017-06-10-ATL-JAX,2017,2017-06-10,7:00 PM EDT,Jacksonville,11,769
773,San Jose Spiders,19,"Sat, 6/10 6:00 PM PDT San Francisco",San Francisco FlameThrowers,27,/league/game/2017-06-10-SJ-SF,2017,2017-06-10,6:00 PM PDT,San Francisco,11,768
774,Nashville Nightwatch,20,"Sat, 6/10 7:00 PM EDT Raleigh",Raleigh Flyers,32,/league/game/2017-06-10-NSH-RAL,2017,2017-06-10,7:00 PM EDT,Raleigh,11,770
775,Toronto Rush,17,"Sun, 6/11 2:00 PM EDT DC",DC Breeze,25,/league/game/2017-06-11-TOR-DC,2017,2017-06-11,2:00 PM EDT,DC,11,775
776,Detroit Mechanix,21,"Sat, 6/17 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,23,/league/game/2017-06-17-DET-IND,2017,2017-06-17,7:00 PM EDT,Indianapolis,12,784
